DonorID,Age,Gender,Location,JoinDate
DNR01245,20,Other,ACT,2024-03-11 22:59:27.552825
DNR01246,78,Female,NT,2018-10-16 22:59:27.552825
DNR01247,41,Female,QLD,2015-11-18 22:59:27.552825
DNR01248,51,Male,ACT,2017-07-05 22:59:27.552825
DNR01249,70,Other,SA,2016-04-17 22:59:27.552825
DNR01250,48,Female,TAS,2023-10-22 22:59:27.552825
DNR01251,58,Male,TAS,2022-05-21 22:59:27.552825
DNR01252,23,Male,NT,2019-09-20 22:59:27.552825
DNR01253,24,Other,SA,2018-12-10 22:59:27.552825
DNR01254,78,Other,QLD,2023-04-02 22:59:27.552825
DNR01255,39,Other,WA,2018-11-10 22:59:27.552825
DNR01256,29,Female,WA,2020-02-06 22:59:27.552825
DNR01257,64,Male,SA,2018-11-09 22:59:27.552825
DNR01258,40,Female,TAS,2023-06-19 22:59:27.552825
DNR01259,79,Male,NT,2017-03-23 22:59:27.552825
DNR01260,44,Other,NSW,2023-09-27 22:59:27.552825
DNR01261,79,Other,TAS,2015-10-06 22:59:27.552825
DNR01262,53,Other,TAS,2017-04-25 22:59:27.552825
DNR01263,38,Female,NT,2016-11-19 22:59:27.552825
DNR01264,66,Other,VIC,2019-04-24 22:59:27.552825
DNR01265,27,Other,ACT,2018-04-02 22:59:27.552825
DNR01266,79,Male,QLD,2021-08-17 22:59:27.552825
DNR01267,49,Female,NSW,2016-09-15 22:59:27.552825
DNR01268,34,Other,QLD,2023-11-19 22:59:27.552825
DNR01269,38,Male,NSW,2015-08-12 22:59:27.552825
DNR01270,18,Other,QLD,2019-07-03 22:59:27.552825
DNR01271,53,Male,ACT,2017-05-10 22:59:27.552825
DNR01272,41,Female,ACT,2024-01-07 22:59:27.552825
DNR01273,49,Other,TAS,2019-01-22 22:59:27.552825
DNR01274,18,Other,VIC,2023-03-10 22:59:27.552825
DNR01275,56,Male,NSW,2019-10-02 22:59:27.552825
DNR01276,34,Female,NSW,2022-03-19 22:59:27.552825
DNR01277,46,Male,TAS,2021-02-10 22:59:27.552825
DNR01278,23,Male,NSW,2020-02-02 22:59:27.552825
DNR01279,66,Other,ACT,2018-05-25 22:59:27.552825
DNR01280,18,Male,VIC,2016-01-22 22:59:27.552825
DNR01281,32,Female,QLD,2023-04-17 22:59:27.552825
DNR01282,60,Other,TAS,2017-05-11 22:59:27.552825
DNR01283,75,Male,VIC,2020-10-04 22:59:27.552825
DNR01284,78,Other,NT,2019-01-13 22:59:27.552825
DNR01285,76,Male,NSW,2021-10-31 22:59:27.552825
DNR01286,50,Male,QLD,2021-01-14 22:59:27.552825
DNR01287,70,Male,QLD,2020-04-04 22:59:27.552825
DNR01288,33,Female,SA,2021-07-25 22:59:27.552825
DNR01289,65,Female,QLD,2020-03-05 22:59:27.552825
DNR01290,29,Other,NSW,2020-03-30 22:59:27.552825
DNR01291,37,Other,WA,2023-01-24 22:59:27.552825
DNR01292,40,Female,QLD,2015-10-31 22:59:27.552825
DNR01293,74,Male,ACT,2022-01-01 22:59:27.552825
DNR01294,31,Other,VIC,2023-01-25 22:59:27.552825
DNR01295,33,Other,QLD,2022-09-03 22:59:27.552825
DNR01296,35,Male,WA,2023-12-29 22:59:27.552825
DNR01297,79,Male,SA,2017-10-15 22:59:27.552825
DNR01298,44,Male,NSW,2016-03-23 22:59:27.552825
DNR01299,22,Male,TAS,2018-12-20 22:59:27.552825
DNR01300,22,Female,QLD,2021-11-14 22:59:27.552825
DNR01301,50,Female,NT,2024-03-01 22:59:27.552825
DNR01302,58,Other,SA,2022-04-25 22:59:27.552825
DNR01303,76,Female,ACT,2017-03-01 22:59:27.552825
DNR01304,21,Male,WA,2021-02-10 22:59:27.552825
DNR01305,71,Other,TAS,2023-09-18 22:59:27.552825
DNR01306,40,Other,TAS,2023-12-14 22:59:27.552825
DNR01307,46,Male,VIC,2019-05-01 22:59:27.552825
DNR01308,27,Male,NT,2022-09-29 22:59:27.552825
DNR01309,43,Female,VIC,2019-09-01 22:59:27.552825
DNR01310,34,Female,VIC,2022-11-19 22:59:27.552825
DNR01311,22,Female,SA,2022-06-09 22:59:27.552825
DNR01312,35,Female,NSW,2020-03-20 22:59:27.552825
DNR01313,66,Other,WA,2019-08-12 22:59:27.552825
DNR01314,24,Other,VIC,2017-08-20 22:59:27.552825
DNR01315,51,Male,NT,2019-04-20 22:59:27.552825
DNR01316,19,Female,TAS,2018-03-29 22:59:27.552825
DNR01317,43,Other,SA,2023-09-14 22:59:27.552825
DNR01318,64,Female,QLD,2018-08-22 22:59:27.552825
DNR01319,58,Female,WA,2018-04-16 22:59:27.552825
DNR01320,36,Other,VIC,2017-09-09 22:59:27.552825
DNR01321,47,Male,TAS,2016-07-01 22:59:27.552825
DNR01322,20,Female,QLD,2019-07-13 22:59:27.552825
DNR01323,27,Male,NT,2022-12-26 22:59:27.552825
DNR01324,65,Female,QLD,2022-04-06 22:59:27.552825
DNR01325,53,Other,VIC,2017-04-21 22:59:27.552825
DNR01326,46,Male,VIC,2017-01-24 22:59:27.552825
DNR01327,42,Female,ACT,2022-01-20 22:59:27.552825
DNR01328,76,Female,NT,2016-02-07 22:59:27.552825
DNR01329,38,Other,TAS,2020-10-26 22:59:27.552825
DNR01330,53,Female,NSW,2017-07-24 22:59:27.552825
DNR01331,62,Male,SA,2016-04-13 22:59:27.552825
DNR01332,21,Other,NSW,2022-01-24 22:59:27.552825
DNR01333,53,Other,VIC,2019-01-16 22:59:27.552825
DNR01334,53,Male,VIC,2018-07-27 22:59:27.552825
DNR01335,49,Female,TAS,2023-10-27 22:59:27.552825
DNR01336,34,Female,QLD,2023-04-16 22:59:27.552825
DNR01337,71,Female,QLD,2019-06-06 22:59:27.552825
DNR01338,38,Other,WA,2020-05-18 22:59:27.552825
DNR01339,64,Other,SA,2022-07-16 22:59:27.552825
DNR01340,76,Male,NT,2016-03-10 22:59:27.552825
DNR01341,45,Male,NSW,2024-03-08 22:59:27.552825
DNR01342,58,Female,SA,2018-02-11 22:59:27.552825
DNR01343,57,Other,SA,2023-04-17 22:59:27.552825
DNR01344,40,Other,WA,2020-03-08 22:59:27.552825
DNR01345,64,Other,NSW,2016-09-04 22:59:27.552825
DNR01346,63,Male,NT,2017-11-16 22:59:27.552825
DNR01347,51,Other,VIC,2024-02-19 22:59:27.552825
DNR01348,20,Female,NSW,2020-08-21 22:59:27.552825
DNR01349,28,Female,NT,2019-11-03 22:59:27.552825
DNR01350,72,Female,TAS,2020-07-28 22:59:27.552825
DNR01351,36,Other,SA,2017-10-27 22:59:27.552825
DNR01352,73,Female,VIC,2017-08-20 22:59:27.552825
DNR01353,55,Male,NT,2021-07-10 22:59:27.552825
DNR01354,44,Female,QLD,2019-05-17 22:59:27.552825
DNR01355,63,Female,NSW,2016-09-20 22:59:27.552825
DNR01356,78,Female,NSW,2023-06-30 22:59:27.552825
DNR01357,77,Male,SA,2019-08-07 22:59:27.552825
DNR01358,26,Female,QLD,2022-09-30 22:59:27.552825
DNR01359,38,Female,VIC,2023-01-31 22:59:27.552825
DNR01360,60,Other,TAS,2020-12-25 22:59:27.552825
DNR01361,75,Female,SA,2019-10-21 22:59:27.552825
DNR01362,32,Female,TAS,2024-02-17 22:59:27.552825
DNR01363,28,Female,SA,2015-05-21 22:59:27.552825
DNR01364,21,Female,ACT,2023-08-08 22:59:27.552825
DNR01365,78,Other,NT,2022-01-19 22:59:27.552825
DNR01366,21,Other,ACT,2015-07-16 22:59:27.552825
DNR01367,20,Female,VIC,2016-02-20 22:59:27.552825
DNR01368,74,Male,TAS,2019-10-26 22:59:27.552825
DNR01369,38,Male,NSW,2022-07-15 22:59:27.552825
DNR01370,27,Male,ACT,2023-08-22 22:59:27.552825
DNR01371,20,Male,WA,2017-11-12 22:59:27.552825
DNR01372,36,Other,SA,2021-08-30 22:59:27.552825
DNR01373,18,Other,VIC,2017-11-03 22:59:27.552825
DNR01374,40,Male,SA,2023-07-18 22:59:27.552825
DNR01375,75,Male,ACT,2019-06-13 22:59:27.552825
DNR01376,63,Other,TAS,2019-12-31 22:59:27.552825
DNR01377,59,Male,ACT,2023-06-11 22:59:27.552825
DNR01378,33,Male,SA,2016-04-13 22:59:27.552825
DNR01379,78,Male,QLD,2021-06-25 22:59:27.552825
DNR01380,62,Other,TAS,2015-10-14 22:59:27.552825
DNR01381,58,Female,VIC,2017-12-24 22:59:27.552825
DNR01382,40,Male,ACT,2018-06-27 22:59:27.552825
DNR01383,33,Other,NSW,2017-07-24 22:59:27.552825
DNR01384,39,Male,ACT,2020-09-19 22:59:27.552825
DNR01385,54,Other,NT,2016-11-27 22:59:27.552825
DNR01386,63,Other,ACT,2019-10-16 22:59:27.552825
DNR01387,62,Male,VIC,2022-09-01 22:59:27.552825
DNR01388,54,Female,VIC,2016-12-30 22:59:27.552825
DNR01389,47,Female,NSW,2022-03-24 22:59:27.552825
DNR01390,47,Male,QLD,2022-07-22 22:59:27.552825
DNR01391,49,Female,TAS,2022-12-08 22:59:27.552825
DNR01392,75,Female,WA,2018-09-28 22:59:27.552825
DNR01393,68,Female,VIC,2019-07-19 22:59:27.552825
DNR01394,45,Other,ACT,2018-02-17 22:59:27.552825
DNR01395,72,Other,ACT,2016-08-14 22:59:27.552825
DNR01396,36,Female,NT,2023-03-05 22:59:27.552825
DNR01397,25,Other,NSW,2020-02-08 22:59:27.552825
DNR01398,64,Male,NSW,2016-01-27 22:59:27.552825
DNR01399,36,Other,NT,2017-10-16 22:59:27.552825
DNR01400,64,Female,SA,2023-01-27 22:59:27.552825
DNR01401,67,Female,SA,2020-02-18 22:59:27.552825
DNR01402,71,Male,SA,2016-02-24 22:59:27.552825
DNR01403,65,Other,NT,2023-09-28 22:59:27.552825
DNR01404,66,Male,SA,2022-01-09 22:59:27.552825
DNR01405,46,Other,NT,2016-12-10 22:59:27.552825
DNR01406,43,Male,SA,2024-02-09 22:59:27.552825
DNR01407,22,Female,QLD,2023-06-20 22:59:27.552825
DNR01408,24,Female,ACT,2022-01-24 22:59:27.552825
DNR01409,70,Male,TAS,2019-06-09 22:59:27.552825
DNR01410,34,Other,SA,2023-08-13 22:59:27.552825
DNR01411,20,Other,SA,2017-03-19 22:59:27.552825
DNR01412,60,Female,NT,2020-06-16 22:59:27.552825
DNR01413,42,Female,NSW,2016-11-12 22:59:27.552825
DNR01414,73,Male,NSW,2015-08-21 22:59:27.552825
DNR01415,39,Male,WA,2017-04-30 22:59:27.552825
DNR01416,68,Female,TAS,2020-12-14 22:59:27.552825
DNR01417,46,Other,VIC,2022-07-01 22:59:27.552825
DNR01418,58,Male,QLD,2021-11-03 22:59:27.552825
DNR01419,70,Female,NSW,2022-10-26 22:59:27.552825
DNR01420,57,Female,NT,2017-07-03 22:59:27.552825
DNR01421,65,Female,TAS,2017-03-26 22:59:27.552825
DNR01422,29,Other,NT,2018-03-10 22:59:27.552825
DNR01423,53,Other,WA,2022-04-19 22:59:27.552825
DNR01424,74,Male,VIC,2022-06-05 22:59:27.552825
DNR01425,19,Male,TAS,2017-03-03 22:59:27.552825
DNR01426,32,Male,VIC,2022-07-25 22:59:27.552825
DNR01427,46,Other,QLD,2019-03-03 22:59:27.552825
DNR01428,71,Female,NT,2019-03-22 22:59:27.552825
DNR01429,76,Other,WA,2017-02-14 22:59:27.552825
DNR01430,76,Other,ACT,2015-07-23 22:59:27.552825
DNR01431,60,Other,TAS,2021-11-04 22:59:27.552825
DNR01432,66,Male,ACT,2017-09-28 22:59:27.552825
DNR01433,77,Female,NT,2017-10-29 22:59:27.552825
DNR01434,32,Male,NT,2018-12-12 22:59:27.552825
DNR01435,26,Female,SA,2017-11-01 22:59:27.552825
DNR01436,65,Male,ACT,2019-03-24 22:59:27.552825
DNR01437,49,Female,QLD,2017-05-14 22:59:27.552825
DNR01438,61,Male,ACT,2017-02-17 22:59:27.552825
DNR01439,45,Male,WA,2016-03-30 22:59:27.552825
DNR01440,23,Male,NT,2017-08-06 22:59:27.552825
DNR01441,40,Other,SA,2016-03-26 22:59:27.552825
DNR01442,43,Female,TAS,2019-06-05 22:59:27.552825
DNR01443,79,Female,VIC,2016-05-20 22:59:27.552825
DNR01444,78,Male,TAS,2017-12-18 22:59:27.552825
DNR01445,33,Other,NT,2019-03-29 22:59:27.552825
DNR01446,62,Other,TAS,2017-08-21 22:59:27.552825
DNR01447,47,Female,QLD,2017-11-15 22:59:27.552825
DNR01448,32,Male,VIC,2017-04-15 22:59:27.552825
DNR01449,29,Other,ACT,2021-12-14 22:59:27.552825
DNR01450,35,Female,NSW,2016-09-05 22:59:27.552825
DNR01451,79,Female,ACT,2017-04-24 22:59:27.552825
DNR01452,20,Female,NSW,2018-07-12 22:59:27.552825
DNR01453,47,Male,WA,2018-10-13 22:59:27.552825
DNR01454,38,Female,WA,2021-10-10 22:59:27.552825
DNR01455,24,Female,ACT,2019-11-23 22:59:27.552825
DNR01456,70,Other,WA,2020-12-06 22:59:27.552825
DNR01457,49,Other,TAS,2016-04-07 22:59:27.552825
DNR01458,41,Female,WA,2017-10-06 22:59:27.552825
DNR01459,50,Male,TAS,2017-02-13 22:59:27.552825
DNR01460,23,Male,NT,2023-03-12 22:59:27.552825
DNR01461,52,Other,WA,2020-01-31 22:59:27.552825
DNR01462,73,Female,NT,2022-05-31 22:59:27.552825
DNR01463,23,Male,TAS,2018-07-17 22:59:27.552825
DNR01464,76,Other,NT,2023-01-21 22:59:27.552825
DNR01465,30,Female,VIC,2018-12-30 22:59:27.552825
DNR01466,25,Other,SA,2020-12-31 22:59:27.552825
DNR01467,55,Other,QLD,2019-09-18 22:59:27.552825
DNR01468,78,Other,NT,2021-04-01 22:59:27.552825
DNR01469,78,Female,SA,2020-04-06 22:59:27.552825
DNR01470,44,Other,ACT,2023-05-05 22:59:27.552825
DNR01471,33,Male,NSW,2016-07-22 22:59:27.552825
DNR01472,52,Other,QLD,2016-03-08 22:59:27.552825
DNR01473,71,Other,WA,2018-09-12 22:59:27.552825
DNR01474,65,Male,TAS,2016-06-30 22:59:27.552825
DNR01475,55,Other,NT,2017-06-06 22:59:27.552825
DNR01476,67,Male,WA,2021-08-02 22:59:27.552825
DNR01477,49,Other,NT,2018-02-16 22:59:27.552825
DNR01478,60,Female,NT,2022-11-22 22:59:27.552825
DNR01479,22,Male,VIC,2015-07-20 22:59:27.552825
DNR01480,36,Male,SA,2024-02-12 22:59:27.552825
DNR01481,46,Other,QLD,2024-04-01 22:59:27.552825
DNR01482,19,Female,QLD,2022-09-25 22:59:27.552825
DNR01483,42,Other,NT,2016-05-09 22:59:27.552825
DNR01484,28,Female,ACT,2021-07-31 22:59:27.552825
DNR01485,45,Male,QLD,2015-05-15 22:59:27.552825
DNR01486,22,Other,WA,2019-09-09 22:59:27.552825
DNR01487,67,Female,VIC,2021-03-10 22:59:27.552825
DNR01488,37,Female,TAS,2018-12-23 22:59:27.552825
DNR01489,28,Other,VIC,2018-03-06 22:59:27.552825
DNR01490,44,Other,VIC,2016-10-17 22:59:27.552825
DNR01491,73,Other,SA,2021-04-17 22:59:27.552825
DNR01492,61,Male,QLD,2020-05-02 22:59:27.552825
DNR01493,42,Male,VIC,2020-12-31 22:59:27.552825
DNR01494,39,Other,NT,2022-01-08 22:59:27.552825
DNR01495,24,Male,NT,2019-09-15 22:59:27.552825
DNR01496,29,Female,VIC,2019-07-06 22:59:27.552825
DNR01497,64,Male,TAS,2024-01-18 22:59:27.552825
DNR01498,31,Female,NT,2023-02-11 22:59:27.552825
DNR01499,50,Other,QLD,2015-09-24 22:59:27.552825
DNR01500,32,Female,TAS,2022-11-05 22:59:27.552825
DNR01501,55,Other,NT,2015-06-19 22:59:27.552825
DNR01502,43,Female,SA,2024-04-07 22:59:27.552825
DNR01503,19,Male,TAS,2021-09-18 22:59:27.552825
DNR01504,19,Female,NT,2019-11-22 22:59:27.552825
DNR01505,61,Other,WA,2015-06-25 22:59:27.552825
DNR01506,25,Male,VIC,2023-06-29 22:59:27.552825
DNR01507,47,Male,WA,2022-07-20 22:59:27.552825
DNR01508,69,Other,TAS,2021-02-07 22:59:27.552825
DNR01509,79,Other,NT,2017-04-10 22:59:27.552825
DNR01510,62,Other,NT,2020-11-04 22:59:27.552825
DNR01511,65,Other,ACT,2021-01-01 22:59:27.552825
DNR01512,41,Other,QLD,2021-04-19 22:59:27.552825
DNR01513,68,Male,NSW,2020-11-09 22:59:27.552825
DNR01514,64,Other,NSW,2016-12-19 22:59:27.552825
DNR01515,25,Other,SA,2017-01-12 22:59:27.552825
DNR01516,47,Female,WA,2017-12-09 22:59:27.552825
DNR01517,56,Male,WA,2019-10-09 22:59:27.552825
DNR01518,66,Male,VIC,2015-09-19 22:59:27.552825
DNR01519,47,Male,TAS,2018-12-29 22:59:27.552825
DNR01520,28,Female,ACT,2018-11-28 22:59:27.552825
DNR01521,61,Female,QLD,2019-04-21 22:59:27.552825
DNR01522,37,Female,VIC,2016-09-13 22:59:27.552825
DNR01523,49,Other,WA,2017-05-14 22:59:27.552825
DNR01524,20,Male,NT,2018-09-18 22:59:27.552825
DNR01525,25,Other,QLD,2023-04-26 22:59:27.552825
DNR01526,63,Male,NT,2021-12-10 22:59:27.552825
DNR01527,77,Female,WA,2024-03-12 22:59:27.552825
DNR01528,66,Male,NT,2021-06-18 22:59:27.552825
DNR01529,53,Male,WA,2015-08-28 22:59:27.552825
DNR01530,48,Female,TAS,2018-11-14 22:59:27.552825
DNR01531,41,Other,VIC,2016-07-13 22:59:27.552825
DNR01532,48,Other,WA,2024-04-09 22:59:27.552825
DNR01533,63,Female,NT,2017-06-15 22:59:27.552825
DNR01534,55,Female,NT,2020-05-03 22:59:27.552825
DNR01535,63,Other,NT,2018-12-04 22:59:27.552825
DNR01536,77,Female,NSW,2020-07-23 22:59:27.552825
DNR01537,18,Other,ACT,2016-09-06 22:59:27.552825
DNR01538,59,Male,VIC,2020-04-18 22:59:27.552825
DNR01539,70,Female,TAS,2022-03-05 22:59:27.552825
DNR01540,30,Male,VIC,2022-06-02 22:59:27.552825
DNR01541,68,Male,VIC,2020-05-28 22:59:27.552825
DNR01542,32,Other,ACT,2016-06-02 22:59:27.552825
DNR01543,56,Male,NT,2016-05-15 22:59:27.552825
DNR01544,26,Female,VIC,2016-01-04 22:59:27.552825
DNR01545,30,Male,WA,2023-01-29 22:59:27.552825
DNR01546,61,Female,WA,2020-12-02 22:59:27.552825
DNR01547,24,Male,NT,2023-09-06 22:59:27.552825
DNR01548,35,Other,WA,2019-04-16 22:59:27.552825
DNR01549,76,Male,TAS,2018-01-30 22:59:27.552825
DNR01550,57,Male,NSW,2016-04-17 22:59:27.552825
DNR01551,66,Male,QLD,2020-06-06 22:59:27.552825
DNR01552,30,Male,VIC,2018-03-07 22:59:27.552825
DNR01553,31,Other,WA,2023-06-15 22:59:27.552825
DNR01554,77,Other,NSW,2021-04-20 22:59:27.552825
DNR01555,30,Other,ACT,2017-05-13 22:59:27.552825
DNR01556,55,Male,QLD,2019-06-28 22:59:27.552825
DNR01557,45,Other,TAS,2020-11-06 22:59:27.552825
DNR01558,51,Female,SA,2017-01-11 22:59:27.552825
DNR01559,55,Other,TAS,2024-02-08 22:59:27.552825
DNR01560,74,Female,NT,2020-12-07 22:59:27.552825
DNR01561,52,Female,NT,2023-03-30 22:59:27.552825
DNR01562,76,Male,ACT,2022-01-14 22:59:27.552825
DNR01563,46,Other,NSW,2023-06-17 22:59:27.552825
DNR01564,58,Other,SA,2022-03-16 22:59:27.552825
DNR01565,75,Other,TAS,2023-04-03 22:59:27.552825
DNR01566,21,Male,VIC,2016-12-11 22:59:27.552825
DNR01567,67,Male,WA,2023-07-19 22:59:27.552825
DNR01568,30,Male,WA,2018-11-24 22:59:27.552825
DNR01569,50,Male,SA,2021-10-22 22:59:27.552825
DNR01570,34,Female,VIC,2020-08-07 22:59:27.552825
DNR01571,44,Male,NT,2023-05-28 22:59:27.552825
DNR01572,76,Female,QLD,2021-03-12 22:59:27.552825
DNR01573,30,Other,WA,2020-02-20 22:59:27.552825
DNR01574,42,Male,VIC,2021-11-15 22:59:27.552825
DNR01575,71,Female,TAS,2021-10-20 22:59:27.552825
DNR01576,56,Male,VIC,2017-01-11 22:59:27.552825
DNR01577,46,Female,VIC,2021-03-29 22:59:27.552825
DNR01578,30,Other,TAS,2018-10-24 22:59:27.552825
DNR01579,38,Other,NT,2016-05-15 22:59:27.552825
DNR01580,36,Other,WA,2020-12-12 22:59:27.552825
DNR01581,27,Other,ACT,2022-10-03 22:59:27.552825
DNR01582,69,Female,NSW,2023-02-28 22:59:27.552825
DNR01583,69,Male,ACT,2019-08-07 22:59:27.552825
DNR01584,18,Other,VIC,2019-03-11 22:59:27.552825
DNR01585,33,Male,WA,2019-05-10 22:59:27.552825
DNR01586,50,Male,NSW,2016-01-11 22:59:27.552825
DNR01587,74,Other,WA,2015-05-16 22:59:27.552825
DNR01588,18,Other,TAS,2015-10-11 22:59:27.552825
DNR01589,68,Other,QLD,2017-01-04 22:59:27.552825
DNR01590,48,Male,NT,2020-03-07 22:59:27.552825
DNR01591,75,Male,SA,2019-07-07 22:59:27.552825
DNR01592,57,Other,TAS,2019-12-11 22:59:27.552825
DNR01593,39,Female,SA,2022-08-15 22:59:27.552825
DNR01594,62,Other,NT,2022-01-19 22:59:27.552825
DNR01595,58,Male,QLD,2023-09-06 22:59:27.552825
DNR01596,28,Male,QLD,2015-06-26 22:59:27.552825
DNR01597,19,Other,QLD,2024-01-07 22:59:27.552825
DNR01598,56,Other,TAS,2023-07-22 22:59:27.552825
DNR01599,36,Female,VIC,2021-06-03 22:59:27.552825
DNR01600,55,Other,QLD,2023-07-02 22:59:27.552825
DNR01601,69,Female,QLD,2018-03-18 22:59:27.552825
DNR01602,53,Female,WA,2020-10-05 22:59:27.552825
DNR01603,75,Male,WA,2015-08-09 22:59:27.552825
DNR01604,72,Female,VIC,2018-06-20 22:59:27.552825
DNR01605,77,Other,NT,2019-06-12 22:59:27.552825
DNR01606,73,Other,NSW,2022-02-14 22:59:27.552825
DNR01607,59,Female,NT,2016-06-17 22:59:27.552825
DNR01608,50,Other,NT,2017-06-08 22:59:27.552825
DNR01609,41,Female,TAS,2016-03-25 22:59:27.552825
DNR01610,61,Other,ACT,2023-12-05 22:59:27.552825
DNR01611,33,Other,ACT,2017-05-27 22:59:27.552825
DNR01612,31,Male,ACT,2022-10-31 22:59:27.552825
DNR01613,51,Other,NT,2020-10-24 22:59:27.552825
DNR01614,79,Female,NSW,2015-12-14 22:59:27.552825
DNR01615,43,Female,QLD,2015-04-25 22:59:27.552825
DNR01616,41,Male,VIC,2020-12-18 22:59:27.552825
DNR01617,44,Male,QLD,2023-07-24 22:59:27.552825
DNR01618,29,Male,VIC,2019-08-14 22:59:27.552825
DNR01619,40,Other,WA,2023-02-11 22:59:27.552825
DNR01620,29,Other,ACT,2015-07-13 22:59:27.552825
DNR01621,65,Other,NSW,2017-09-08 22:59:27.552825
DNR01622,71,Male,TAS,2019-12-01 22:59:27.552825
DNR01623,20,Female,NSW,2023-11-23 22:59:27.552825
DNR01624,37,Male,TAS,2022-08-01 22:59:27.552825
DNR01625,38,Female,NSW,2018-09-14 22:59:27.552825
DNR01626,69,Female,ACT,2019-05-28 22:59:27.552825
DNR01627,75,Female,WA,2016-04-16 22:59:27.552825
DNR01628,32,Female,SA,2015-10-28 22:59:27.552825
DNR01629,41,Male,SA,2016-04-04 22:59:27.552825
DNR01630,23,Male,NT,2021-11-27 22:59:27.552825
DNR01631,61,Other,WA,2023-01-05 22:59:27.552825
DNR01632,44,Female,WA,2022-06-29 22:59:27.552825
DNR01633,52,Female,ACT,2021-11-30 22:59:27.552825
DNR01634,20,Female,NSW,2018-04-26 22:59:27.552825
DNR01635,69,Male,QLD,2017-04-26 22:59:27.552825
DNR01636,78,Male,SA,2019-01-23 22:59:27.552825
DNR01637,70,Other,NT,2017-03-11 22:59:27.552825
DNR01638,76,Male,SA,2021-12-02 22:59:27.552825
DNR01639,22,Male,NT,2019-12-08 22:59:27.552825
DNR01640,19,Male,WA,2023-04-26 22:59:27.552825
DNR01641,68,Female,WA,2019-05-14 22:59:27.552825
DNR01642,61,Other,SA,2019-11-07 22:59:27.552825
DNR01643,76,Other,SA,2021-09-03 22:59:27.552825
DNR01644,78,Female,VIC,2022-04-19 22:59:27.552825
DNR01645,47,Male,ACT,2022-08-14 22:59:27.552825
DNR01646,75,Male,ACT,2019-08-05 22:59:27.552825
DNR01647,51,Other,WA,2017-03-17 22:59:27.552825
DNR01648,42,Male,TAS,2020-04-18 22:59:27.552825
DNR01649,57,Male,NSW,2018-05-23 22:59:27.552825
DNR01650,18,Male,VIC,2015-05-15 22:59:27.552825
DNR01651,71,Female,ACT,2023-03-12 22:59:27.552825
DNR01652,34,Female,QLD,2022-06-12 22:59:27.552825
DNR01653,62,Female,NSW,2019-05-08 22:59:27.552825
DNR01654,71,Female,NSW,2019-09-17 22:59:27.552825
DNR01655,55,Male,TAS,2022-12-11 22:59:27.552825
DNR01656,62,Female,TAS,2023-11-09 22:59:27.552825
DNR01657,31,Other,SA,2024-02-08 22:59:27.552825
DNR01658,32,Female,NSW,2023-07-26 22:59:27.552825
DNR01659,48,Male,QLD,2021-07-09 22:59:27.552825
DNR01660,77,Female,VIC,2021-08-12 22:59:27.552825
DNR01661,66,Other,VIC,2018-12-14 22:59:27.552825
DNR01662,64,Male,WA,2021-08-08 22:59:27.552825
DNR01663,23,Female,NT,2017-02-17 22:59:27.552825
DNR01664,67,Female,NSW,2020-06-08 22:59:27.552825
DNR01665,74,Female,SA,2020-03-26 22:59:27.552825
DNR01666,24,Other,ACT,2024-04-01 22:59:27.552825
DNR01667,60,Other,QLD,2021-07-21 22:59:27.552825
DNR01668,34,Other,WA,2018-12-29 22:59:27.552825
DNR01669,53,Other,NT,2018-05-12 22:59:27.552825
DNR01670,61,Male,NSW,2017-08-26 22:59:27.552825
DNR01671,24,Other,NSW,2021-05-12 22:59:27.552825
DNR01672,52,Male,NT,2016-06-07 22:59:27.552825
DNR01673,31,Male,ACT,2016-04-14 22:59:27.552825
DNR01674,64,Female,QLD,2022-02-02 22:59:27.552825
DNR01675,33,Female,SA,2020-06-08 22:59:27.552825
DNR01676,43,Male,ACT,2020-12-19 22:59:27.552825
DNR01677,20,Female,NT,2023-12-06 22:59:27.552825
DNR01678,32,Other,NSW,2018-04-05 22:59:27.552825
DNR01679,56,Male,NT,2021-09-01 22:59:27.552825
DNR01680,24,Other,VIC,2024-01-08 22:59:27.552825
DNR01681,78,Male,QLD,2016-01-09 22:59:27.552825
DNR01682,47,Female,VIC,2022-07-02 22:59:27.552825
DNR01683,22,Male,ACT,2016-09-08 22:59:27.552825
DNR01684,77,Female,TAS,2023-11-01 22:59:27.552825
DNR01685,62,Other,TAS,2023-01-23 22:59:27.552825
DNR01686,23,Female,WA,2017-05-05 22:59:27.552825
DNR01687,21,Male,TAS,2016-03-06 22:59:27.552825
DNR01688,49,Female,ACT,2015-06-29 22:59:27.552825
DNR01689,57,Female,NSW,2022-08-21 22:59:27.552825
DNR01690,54,Female,TAS,2020-12-01 22:59:27.552825
DNR01691,65,Other,QLD,2023-01-29 22:59:27.552825
DNR01692,59,Other,NSW,2022-01-30 22:59:27.552825
DNR01693,49,Other,NSW,2020-04-05 22:59:27.552825
DNR01694,58,Other,TAS,2017-07-22 22:59:27.552825
DNR01695,73,Female,WA,2020-12-20 22:59:27.552825
DNR01696,39,Other,SA,2022-03-03 22:59:27.552825
DNR01697,76,Female,NSW,2020-02-02 22:59:27.552825
DNR01698,77,Other,VIC,2023-09-08 22:59:27.552825
DNR01699,66,Other,ACT,2021-12-31 22:59:27.552825
DNR01700,27,Other,ACT,2023-12-17 22:59:27.552825
