DonorID,Channel,Date,EngagementOutcome
DNR00292,Social Media,23/10/2022,Engaged
DNR00292,Newsletter,29/10/2022,Bounced
DNR00292,Phone Call,15/11/2022,Engaged
DNR00292,Social Media,15/11/2022,Not Reached
DNR00292,Newsletter,25/02/2023,Unsubscribed
DNR00292,Email,25/11/2023,Engaged
DNR00292,Email,27/03/2024,Engaged
DNR00293,Email,21/08/2023,Engaged
DNR00293,Email,23/01/2024,Bounced
DNR00293,Phone Call,26/06/2024,Engaged
DNR00294,Email,8/07/2023,Unsubscribed
DNR00294,Email,29/08/2023,Unsubscribed
DNR00294,Phone Call,11/01/2024,Unsubscribed
DNR00294,Social Media,15/02/2024,Unsubscribed
DNR00294,Newsletter,4/04/2024,Engaged
DNR00294,Email,26/07/2024,Unsubscribed
DNR00294,Email,10/09/2024,Bounced
DNR00294,Email,2/02/2025,Bounced
DNR00295,Newsletter,27/08/2022,Not Reached
DNR00295,Email,9/02/2023,Unsubscribed
DNR00295,Social Media,5/03/2023,Bounced
DNR00295,Phone Call,9/12/2023,Engaged
DNR00295,Social Media,1/11/2024,Engaged
DNR00296,Social Media,6/03/2023,Engaged
DNR00296,Phone Call,28/04/2023,Engaged
DNR00296,Social Media,5/08/2023,Unsubscribed
DNR00296,Email,24/08/2023,Engaged
DNR00296,Social Media,21/09/2023,Bounced
DNR00296,Social Media,19/01/2024,Not Reached
DNR00296,Email,16/04/2025,Not Reached
DNR00297,Phone Call,29/10/2022,Not Reached
DNR00297,Email,22/10/2023,Engaged
DNR00297,Email,17/02/2024,Bounced
DNR00297,Email,24/08/2024,Engaged
DNR00297,Phone Call,31/10/2024,Engaged
DNR00298,Email,9/08/2022,Not Reached
DNR00298,Phone Call,14/03/2023,Unsubscribed
DNR00298,Newsletter,5/05/2023,Engaged
DNR00299,Phone Call,27/02/2023,Engaged
DNR00299,Phone Call,30/05/2024,Engaged
DNR00299,Newsletter,7/07/2024,Bounced
DNR00300,Email,4/08/2022,Engaged
DNR00300,Email,24/03/2023,Not Reached
DNR00300,Newsletter,19/09/2023,Engaged
DNR00300,Newsletter,17/12/2023,Engaged
DNR00300,Email,15/02/2024,Bounced
DNR00300,Newsletter,29/06/2024,Engaged
DNR00301,Newsletter,7/12/2023,Engaged
DNR00301,Social Media,2/07/2024,Engaged
DNR00301,Email,2/07/2024,Engaged
DNR00302,Newsletter,29/08/2022,Engaged
DNR00302,Newsletter,28/09/2022,Not Reached
DNR00302,Email,25/07/2023,Not Reached
DNR00302,Newsletter,12/10/2024,Engaged
DNR00303,Email,13/11/2022,Engaged
DNR00303,Social Media,22/12/2022,Bounced
DNR00303,Email,7/03/2023,Unsubscribed
DNR00303,Social Media,12/05/2023,Unsubscribed
DNR00303,Email,2/07/2023,Not Reached
DNR00303,Email,2/08/2023,Not Reached
DNR00303,Phone Call,4/10/2024,Unsubscribed
DNR00303,Social Media,1/01/2025,Unsubscribed
DNR00303,Email,8/04/2025,Bounced
DNR00304,Email,10/11/2022,Engaged
DNR00304,Email,7/06/2023,Engaged
DNR00304,Email,13/12/2024,Engaged
DNR00304,Newsletter,27/12/2024,Engaged
DNR00305,Email,2/09/2022,Engaged
DNR00305,Phone Call,4/09/2022,Unsubscribed
DNR00305,Phone Call,1/10/2022,Engaged
DNR00305,Newsletter,31/12/2022,Bounced
DNR00305,Phone Call,12/01/2023,Bounced
DNR00305,Social Media,17/01/2023,Unsubscribed
DNR00305,Newsletter,27/04/2023,Engaged
DNR00305,Phone Call,17/06/2023,Engaged
DNR00306,Social Media,7/09/2022,Engaged
DNR00306,Email,12/12/2022,Not Reached
DNR00306,Social Media,2/06/2023,Engaged
DNR00306,Email,23/07/2023,Not Reached
DNR00306,Social Media,5/06/2024,Engaged
DNR00306,Email,19/03/2025,Engaged
DNR00306,Email,8/04/2025,Engaged
DNR00307,Phone Call,26/02/2023,Engaged
DNR00307,Newsletter,13/05/2023,Engaged
DNR00307,Phone Call,15/05/2023,Bounced
DNR00307,Newsletter,28/07/2023,Engaged
DNR00307,Phone Call,9/04/2024,Engaged
DNR00307,Email,18/04/2024,Engaged
DNR00307,Social Media,8/05/2024,Bounced
DNR00307,Email,5/11/2024,Not Reached
DNR00307,Phone Call,28/03/2025,Engaged
DNR00308,Email,21/02/2023,Not Reached
DNR00308,Phone Call,30/10/2023,Engaged
DNR00308,Email,20/03/2024,Engaged
DNR00308,Email,23/10/2024,Bounced
DNR00308,Social Media,22/11/2024,Not Reached
DNR00309,Social Media,12/08/2022,Engaged
DNR00309,Newsletter,18/08/2022,Engaged
DNR00309,Email,28/10/2022,Engaged
DNR00309,Phone Call,29/05/2024,Unsubscribed
DNR00309,Newsletter,18/11/2024,Not Reached
DNR00309,Phone Call,1/04/2025,Engaged
DNR00310,Phone Call,21/12/2022,Engaged
DNR00310,Social Media,17/05/2023,Unsubscribed
DNR00310,Newsletter,20/08/2023,Unsubscribed
DNR00310,Email,2/11/2024,Engaged
DNR00310,Social Media,11/02/2025,Engaged
DNR00310,Email,20/02/2025,Engaged
DNR00311,Newsletter,14/11/2022,Engaged
DNR00311,Email,15/02/2023,Engaged
DNR00311,Social Media,5/06/2023,Engaged
DNR00311,Newsletter,8/11/2023,Unsubscribed
DNR00311,Social Media,29/12/2023,Unsubscribed
DNR00311,Social Media,9/10/2024,Engaged
DNR00311,Newsletter,21/01/2025,Engaged
DNR00311,Email,7/04/2025,Engaged
DNR00311,Newsletter,16/04/2025,Engaged
DNR00312,Phone Call,30/11/2022,Engaged
DNR00312,Phone Call,19/02/2023,Engaged
DNR00312,Email,13/03/2023,Engaged
DNR00312,Newsletter,13/12/2023,Unsubscribed
DNR00312,Phone Call,14/12/2023,Bounced
DNR00312,Email,13/05/2024,Not Reached
DNR00312,Phone Call,18/10/2024,Engaged
DNR00312,Newsletter,25/02/2025,Unsubscribed
DNR00313,Email,13/08/2023,Engaged
DNR00313,Newsletter,20/10/2023,Engaged
DNR00313,Social Media,26/05/2024,Engaged
DNR00313,Newsletter,29/05/2024,Engaged
DNR00313,Email,14/06/2024,Bounced
DNR00313,Email,6/12/2024,Unsubscribed
DNR00314,Email,12/10/2024,Engaged
DNR00314,Social Media,3/12/2024,Not Reached
DNR00314,Phone Call,25/03/2025,Engaged
DNR00315,Phone Call,15/10/2022,Not Reached
DNR00315,Email,1/01/2023,Engaged
DNR00315,Email,5/01/2023,Engaged
DNR00315,Newsletter,11/02/2023,Not Reached
DNR00315,Social Media,15/05/2024,Not Reached
DNR00315,Social Media,19/10/2024,Unsubscribed
DNR00315,Email,6/11/2024,Not Reached
DNR00315,Newsletter,19/12/2024,Not Reached
DNR00316,Email,7/08/2022,Engaged
DNR00316,Email,29/04/2023,Engaged
DNR00316,Newsletter,19/12/2023,Engaged
DNR00316,Newsletter,22/03/2024,Engaged
DNR00316,Email,19/12/2024,Engaged
DNR00317,Social Media,28/07/2022,Engaged
DNR00317,Email,18/10/2022,Engaged
DNR00317,Email,24/12/2022,Engaged
DNR00317,Newsletter,11/04/2023,Engaged
DNR00317,Social Media,7/06/2023,Bounced
DNR00317,Email,23/01/2025,Engaged
DNR00317,Email,6/04/2025,Unsubscribed
DNR00317,Newsletter,8/04/2025,Bounced
DNR00318,Social Media,12/11/2022,Engaged
DNR00318,Email,14/02/2023,Bounced
DNR00318,Email,12/04/2023,Not Reached
DNR00318,Newsletter,21/05/2023,Unsubscribed
DNR00318,Newsletter,8/02/2024,Bounced
DNR00319,Newsletter,27/07/2022,Not Reached
DNR00319,Email,19/01/2023,Engaged
DNR00319,Social Media,18/05/2023,Bounced
DNR00319,Newsletter,6/03/2024,Bounced
DNR00319,Email,16/06/2024,Engaged
DNR00319,Email,19/12/2024,Unsubscribed
DNR00320,Email,27/01/2023,Bounced
DNR00320,Email,9/06/2023,Not Reached
DNR00320,Social Media,31/07/2023,Engaged
DNR00320,Email,16/02/2025,Bounced
DNR00320,Email,12/03/2025,Engaged
DNR00321,Email,22/01/2023,Engaged
DNR00321,Phone Call,1/04/2023,Engaged
DNR00321,Social Media,12/07/2023,Bounced
DNR00321,Social Media,22/10/2023,Engaged
DNR00321,Email,27/12/2023,Engaged
DNR00321,Phone Call,4/09/2024,Unsubscribed
DNR00321,Social Media,31/10/2024,Engaged
DNR00321,Email,8/11/2024,Engaged
DNR00322,Email,31/01/2023,Unsubscribed
DNR00322,Phone Call,28/02/2023,Engaged
DNR00322,Email,13/02/2024,Bounced
DNR00322,Newsletter,24/02/2024,Engaged
DNR00322,Social Media,20/06/2024,Not Reached
DNR00322,Email,3/08/2024,Engaged
DNR00322,Email,19/02/2025,Engaged
DNR00323,Email,6/02/2024,Not Reached
DNR00323,Phone Call,12/11/2024,Engaged
DNR00324,Email,30/11/2022,Not Reached
DNR00324,Email,27/02/2023,Unsubscribed
DNR00324,Email,28/02/2023,Engaged
DNR00324,Email,11/06/2023,Not Reached
DNR00324,Phone Call,22/06/2023,Engaged
DNR00324,Email,10/07/2023,Bounced
DNR00324,Social Media,28/09/2023,Unsubscribed
DNR00324,Phone Call,15/01/2025,Bounced
DNR00324,Newsletter,5/03/2025,Engaged
DNR00325,Email,2/04/2023,Engaged
DNR00325,Phone Call,13/02/2024,Engaged
DNR00325,Email,25/05/2024,Engaged
DNR00325,Email,31/08/2024,Bounced
DNR00326,Email,11/06/2023,Unsubscribed
DNR00326,Social Media,10/09/2024,Unsubscribed
DNR00327,Social Media,15/09/2022,Engaged
DNR00327,Email,2/02/2023,Bounced
DNR00327,Email,8/03/2023,Engaged
DNR00327,Email,14/09/2023,Bounced
DNR00327,Social Media,22/11/2023,Engaged
DNR00327,Newsletter,31/01/2024,Not Reached
DNR00327,Email,10/02/2024,Unsubscribed
DNR00327,Email,28/11/2024,Unsubscribed
DNR00328,Email,21/01/2023,Engaged
DNR00328,Phone Call,8/07/2023,Unsubscribed
DNR00328,Email,13/02/2024,Engaged
DNR00328,Phone Call,17/03/2024,Engaged
DNR00328,Email,19/03/2024,Unsubscribed
DNR00328,Phone Call,24/08/2024,Engaged
DNR00328,Phone Call,2/11/2024,Engaged
DNR00328,Email,13/12/2024,Engaged
DNR00329,Email,19/10/2022,Engaged
DNR00329,Newsletter,26/03/2023,Engaged
DNR00329,Newsletter,1/07/2023,Engaged
DNR00329,Email,13/01/2024,Engaged
DNR00329,Phone Call,9/04/2024,Unsubscribed
DNR00329,Social Media,2/07/2024,Engaged
DNR00329,Email,8/12/2024,Bounced
DNR00329,Email,11/01/2025,Engaged
DNR00329,Email,28/01/2025,Bounced
DNR00330,Social Media,6/05/2023,Engaged
DNR00330,Email,7/05/2023,Not Reached
DNR00330,Phone Call,23/07/2023,Engaged
DNR00330,Email,16/08/2023,Not Reached
DNR00330,Email,3/11/2023,Engaged
DNR00330,Phone Call,25/03/2024,Engaged
DNR00330,Email,30/03/2024,Unsubscribed
DNR00331,Email,25/05/2024,Not Reached
DNR00332,Phone Call,23/09/2022,Not Reached
DNR00332,Social Media,20/10/2022,Bounced
DNR00332,Email,14/05/2023,Engaged
DNR00332,Email,18/06/2024,Not Reached
DNR00333,Newsletter,17/09/2023,Unsubscribed
DNR00333,Email,10/12/2023,Not Reached
DNR00333,Social Media,11/02/2024,Not Reached
DNR00333,Email,9/10/2024,Engaged
DNR00333,Email,18/03/2025,Engaged
DNR00333,Newsletter,29/03/2025,Engaged
DNR00334,Social Media,5/01/2024,Engaged
DNR00334,Newsletter,16/01/2024,Engaged
DNR00334,Email,7/12/2024,Engaged
DNR00334,Email,9/12/2024,Unsubscribed
DNR00334,Email,8/04/2025,Engaged
DNR00335,Social Media,5/07/2024,Bounced
DNR00336,Phone Call,25/07/2022,Engaged
DNR00336,Email,24/10/2023,Engaged
DNR00336,Email,14/08/2024,Not Reached
DNR00336,Email,13/01/2025,Engaged
DNR00336,Email,1/03/2025,Bounced
DNR00337,Email,19/10/2022,Not Reached
DNR00338,Phone Call,1/10/2022,Engaged
DNR00338,Newsletter,25/05/2023,Engaged
DNR00338,Phone Call,12/03/2024,Engaged
DNR00338,Email,17/06/2024,Engaged
DNR00338,Email,20/01/2025,Not Reached
DNR00338,Email,8/04/2025,Not Reached
DNR00339,Phone Call,6/08/2022,Bounced
DNR00339,Email,9/10/2022,Bounced
DNR00339,Newsletter,11/11/2022,Not Reached
DNR00339,Newsletter,23/01/2023,Engaged
DNR00339,Email,2/01/2024,Unsubscribed
DNR00339,Email,27/01/2024,Engaged
DNR00339,Phone Call,11/06/2024,Unsubscribed
DNR00339,Email,8/08/2024,Bounced
DNR00339,Social Media,1/10/2024,Engaged
DNR00340,Social Media,10/12/2022,Not Reached
DNR00340,Phone Call,2/09/2023,Engaged
DNR00340,Email,4/09/2023,Engaged
DNR00340,Social Media,4/11/2023,Engaged
DNR00340,Email,10/05/2024,Engaged
DNR00340,Email,22/11/2024,Bounced
DNR00340,Social Media,20/12/2024,Engaged
DNR00340,Newsletter,14/01/2025,Engaged
DNR00341,Email,29/07/2022,Engaged
DNR00341,Social Media,31/08/2022,Engaged
DNR00341,Email,2/12/2022,Engaged
DNR00341,Newsletter,6/12/2022,Engaged
DNR00341,Social Media,4/07/2023,Unsubscribed
DNR00341,Social Media,2/03/2024,Engaged
DNR00341,Phone Call,30/07/2024,Engaged
DNR00341,Newsletter,3/01/2025,Engaged
DNR00342,Social Media,13/01/2023,Engaged
DNR00342,Social Media,8/04/2023,Bounced
DNR00342,Social Media,11/10/2023,Engaged
DNR00342,Newsletter,14/10/2023,Engaged
DNR00342,Phone Call,4/01/2024,Not Reached
DNR00342,Phone Call,28/10/2024,Not Reached
DNR00342,Social Media,13/01/2025,Not Reached
DNR00343,Newsletter,7/07/2023,Engaged
DNR00343,Email,10/03/2024,Not Reached
DNR00343,Email,12/06/2024,Engaged
DNR00343,Email,5/07/2024,Engaged
DNR00343,Email,12/10/2024,Not Reached
DNR00344,Email,5/08/2022,Engaged
DNR00344,Social Media,24/09/2022,Engaged
DNR00344,Social Media,7/07/2023,Not Reached
DNR00344,Phone Call,29/10/2023,Engaged
DNR00344,Social Media,4/02/2024,Engaged
DNR00344,Newsletter,3/06/2024,Unsubscribed
DNR00344,Email,29/10/2024,Engaged
DNR00345,Newsletter,6/08/2022,Unsubscribed
DNR00345,Email,19/07/2023,Unsubscribed
DNR00345,Social Media,13/10/2023,Not Reached
DNR00345,Social Media,30/06/2024,Engaged
DNR00345,Email,28/11/2024,Unsubscribed
DNR00345,Social Media,18/12/2024,Engaged
DNR00345,Newsletter,17/01/2025,Engaged
DNR00345,Social Media,24/01/2025,Bounced
DNR00346,Social Media,17/05/2023,Unsubscribed
DNR00346,Social Media,22/07/2024,Bounced
DNR00346,Phone Call,12/08/2024,Not Reached
DNR00347,Email,12/03/2024,Not Reached
DNR00348,Social Media,6/11/2022,Unsubscribed
DNR00348,Social Media,24/10/2023,Engaged
DNR00348,Phone Call,16/03/2024,Engaged
DNR00348,Email,25/06/2024,Engaged
DNR00348,Newsletter,23/02/2025,Engaged
DNR00349,Phone Call,17/08/2022,Engaged
DNR00349,Phone Call,19/08/2022,Engaged
DNR00349,Newsletter,24/10/2022,Unsubscribed
DNR00349,Email,26/11/2023,Bounced
DNR00349,Email,2/01/2025,Bounced
DNR00349,Phone Call,20/02/2025,Bounced
DNR00350,Phone Call,19/09/2022,Engaged
DNR00350,Email,27/09/2023,Bounced
DNR00350,Social Media,5/10/2023,Engaged
DNR00350,Newsletter,24/01/2024,Not Reached
DNR00351,Email,17/10/2022,Engaged
DNR00351,Phone Call,11/11/2022,Engaged
DNR00351,Email,25/01/2023,Engaged
DNR00351,Email,18/11/2023,Not Reached
DNR00351,Phone Call,12/12/2023,Engaged
DNR00351,Email,9/07/2024,Engaged
DNR00351,Email,28/09/2024,Bounced
DNR00352,Email,8/10/2022,Engaged
DNR00352,Email,2/03/2023,Engaged
DNR00352,Email,8/06/2023,Engaged
DNR00352,Social Media,26/09/2023,Engaged
DNR00352,Email,26/04/2024,Engaged
DNR00352,Social Media,11/01/2025,Engaged
DNR00352,Newsletter,30/01/2025,Not Reached
DNR00352,Newsletter,26/02/2025,Engaged
DNR00353,Email,9/08/2022,Bounced
DNR00353,Email,24/11/2022,Not Reached
DNR00353,Newsletter,3/09/2024,Engaged
DNR00353,Email,3/11/2024,Engaged
DNR00353,Email,4/04/2025,Not Reached
DNR00354,Social Media,4/07/2023,Engaged
DNR00354,Email,13/10/2023,Unsubscribed
DNR00354,Social Media,21/04/2024,Bounced
DNR00354,Email,30/06/2024,Engaged
DNR00354,Email,7/10/2024,Engaged
DNR00354,Newsletter,16/02/2025,Bounced
DNR00355,Newsletter,4/01/2023,Bounced
DNR00355,Email,5/07/2023,Unsubscribed
DNR00355,Social Media,12/12/2023,Engaged
DNR00355,Email,22/03/2024,Engaged
DNR00355,Email,3/04/2024,Bounced
DNR00355,Newsletter,4/04/2025,Not Reached
DNR00356,Social Media,15/10/2022,Not Reached
DNR00356,Social Media,29/12/2022,Not Reached
DNR00356,Email,12/05/2023,Unsubscribed
DNR00356,Newsletter,25/06/2023,Engaged
DNR00356,Email,22/08/2023,Engaged
DNR00356,Phone Call,31/10/2023,Unsubscribed
DNR00356,Phone Call,11/03/2024,Engaged
DNR00356,Phone Call,2/06/2024,Engaged
DNR00356,Email,21/01/2025,Engaged
DNR00357,Phone Call,6/09/2023,Bounced
DNR00358,Email,10/01/2023,Engaged
DNR00358,Social Media,5/05/2023,Engaged
DNR00358,Email,24/06/2023,Not Reached
DNR00358,Email,16/12/2024,Engaged
DNR00359,Newsletter,22/12/2022,Bounced
DNR00359,Social Media,30/07/2023,Bounced
DNR00359,Email,10/08/2023,Bounced
DNR00359,Social Media,24/10/2023,Engaged
DNR00359,Social Media,27/10/2023,Engaged
DNR00359,Phone Call,17/02/2024,Not Reached
DNR00359,Email,26/03/2024,Engaged
DNR00359,Newsletter,25/06/2024,Not Reached
DNR00359,Social Media,18/04/2025,Unsubscribed
DNR00360,Email,11/11/2022,Engaged
DNR00360,Newsletter,2/05/2023,Engaged
DNR00360,Newsletter,8/05/2023,Not Reached
DNR00360,Phone Call,8/11/2023,Engaged
DNR00360,Newsletter,13/12/2023,Unsubscribed
DNR00360,Newsletter,17/03/2024,Engaged
DNR00361,Social Media,13/09/2023,Engaged
DNR00362,Email,18/10/2022,Engaged
DNR00362,Newsletter,21/12/2022,Not Reached
DNR00362,Newsletter,26/08/2023,Unsubscribed
DNR00362,Email,15/11/2023,Engaged
DNR00362,Social Media,23/02/2024,Unsubscribed
DNR00362,Phone Call,3/07/2024,Engaged
DNR00363,Email,29/05/2023,Not Reached
DNR00363,Email,27/03/2024,Engaged
DNR00363,Phone Call,4/04/2024,Unsubscribed
DNR00363,Email,12/04/2024,Unsubscribed
DNR00363,Social Media,16/05/2024,Bounced
DNR00363,Social Media,14/06/2024,Bounced
DNR00363,Newsletter,4/08/2024,Unsubscribed
DNR00363,Email,14/03/2025,Not Reached
DNR00363,Email,21/03/2025,Engaged
DNR00364,Newsletter,11/06/2023,Engaged
DNR00364,Email,25/06/2023,Unsubscribed
DNR00364,Phone Call,8/12/2023,Engaged
DNR00364,Email,23/09/2024,Bounced
DNR00365,Email,16/08/2022,Engaged
DNR00365,Email,12/08/2023,Engaged
DNR00365,Email,20/10/2023,Engaged
DNR00365,Phone Call,29/11/2023,Engaged
DNR00365,Phone Call,21/02/2024,Engaged
DNR00365,Social Media,27/07/2024,Engaged
DNR00365,Social Media,21/08/2024,Bounced
DNR00365,Email,1/12/2024,Unsubscribed
DNR00365,Email,16/04/2025,Bounced
DNR00366,Newsletter,1/10/2022,Engaged
DNR00366,Social Media,16/04/2023,Unsubscribed
DNR00366,Phone Call,26/07/2023,Bounced
DNR00366,Email,2/09/2023,Engaged
DNR00366,Phone Call,17/02/2024,Not Reached
DNR00366,Email,2/03/2024,Not Reached
DNR00366,Email,16/12/2024,Engaged
DNR00367,Newsletter,29/12/2022,Not Reached
DNR00367,Phone Call,1/06/2024,Engaged
DNR00368,Newsletter,29/07/2023,Not Reached
DNR00368,Social Media,5/10/2023,Engaged
DNR00368,Social Media,13/02/2024,Engaged
DNR00368,Phone Call,8/04/2025,Engaged
DNR00369,Email,27/07/2022,Unsubscribed
DNR00369,Newsletter,27/02/2023,Engaged
DNR00369,Newsletter,12/04/2023,Engaged
DNR00369,Newsletter,29/01/2024,Engaged
DNR00369,Phone Call,3/03/2024,Engaged
DNR00369,Email,7/06/2024,Engaged
DNR00369,Phone Call,6/03/2025,Engaged
DNR00370,Email,26/08/2023,Engaged
DNR00370,Email,14/10/2023,Engaged
DNR00370,Social Media,1/04/2025,Engaged
DNR00370,Email,16/04/2025,Unsubscribed
DNR00371,Phone Call,13/12/2022,Engaged
DNR00371,Newsletter,27/10/2023,Engaged
DNR00371,Email,30/11/2024,Not Reached
DNR00372,Email,12/05/2023,Engaged
DNR00372,Phone Call,23/10/2023,Engaged
DNR00372,Phone Call,4/02/2024,Engaged
DNR00372,Newsletter,5/02/2024,Engaged
DNR00372,Email,5/08/2024,Engaged
DNR00372,Newsletter,7/04/2025,Not Reached
DNR00373,Email,31/12/2022,Engaged
DNR00373,Email,19/04/2023,Engaged
DNR00373,Newsletter,9/11/2023,Unsubscribed
DNR00374,Social Media,19/08/2022,Unsubscribed
DNR00374,Phone Call,7/02/2023,Engaged
DNR00374,Social Media,5/07/2023,Not Reached
DNR00374,Email,18/08/2023,Engaged
DNR00374,Email,17/01/2024,Engaged
DNR00374,Email,6/02/2024,Engaged
DNR00374,Email,27/05/2024,Unsubscribed
DNR00374,Newsletter,22/01/2025,Engaged
DNR00375,Newsletter,28/08/2022,Engaged
DNR00375,Email,15/03/2024,Engaged
DNR00375,Email,13/07/2024,Unsubscribed
DNR00375,Email,3/08/2024,Engaged
DNR00375,Email,5/12/2024,Engaged
DNR00376,Phone Call,25/07/2022,Bounced
DNR00376,Email,14/12/2022,Bounced
DNR00376,Newsletter,8/05/2023,Engaged
DNR00376,Newsletter,4/07/2023,Bounced
DNR00376,Phone Call,1/02/2025,Engaged
DNR00376,Email,12/02/2025,Engaged
DNR00377,Email,19/08/2022,Engaged
DNR00377,Email,4/09/2022,Unsubscribed
DNR00377,Email,17/04/2023,Engaged
DNR00377,Newsletter,8/12/2023,Bounced
DNR00377,Social Media,13/11/2024,Unsubscribed
DNR00378,Email,26/02/2023,Engaged
DNR00378,Email,15/04/2025,Unsubscribed
DNR00379,Email,21/05/2023,Engaged
DNR00379,Newsletter,28/02/2024,Engaged
DNR00379,Phone Call,13/04/2024,Engaged
DNR00379,Email,11/07/2024,Not Reached
DNR00380,Phone Call,24/10/2022,Unsubscribed
DNR00380,Email,27/05/2023,Engaged
DNR00380,Email,4/07/2023,Engaged
DNR00380,Phone Call,28/07/2023,Bounced
DNR00380,Newsletter,18/07/2024,Engaged
DNR00380,Phone Call,23/12/2024,Engaged
DNR00381,Newsletter,17/01/2023,Engaged
DNR00381,Newsletter,17/03/2024,Engaged
DNR00381,Email,9/11/2024,Unsubscribed
DNR00382,Email,12/01/2023,Engaged
DNR00382,Newsletter,6/01/2024,Engaged
DNR00383,Newsletter,10/01/2023,Engaged
DNR00383,Email,6/07/2023,Not Reached
DNR00383,Phone Call,25/08/2024,Engaged
DNR00383,Phone Call,16/03/2025,Unsubscribed
DNR00384,Social Media,24/04/2023,Unsubscribed
DNR00385,Phone Call,11/03/2024,Engaged
DNR00385,Social Media,13/07/2024,Bounced
DNR00385,Phone Call,31/07/2024,Not Reached
DNR00385,Email,21/11/2024,Engaged
DNR00385,Social Media,26/11/2024,Engaged
DNR00385,Email,20/03/2025,Unsubscribed
DNR00386,Social Media,2/08/2022,Not Reached
DNR00386,Email,8/12/2023,Not Reached
DNR00386,Social Media,11/01/2025,Bounced
DNR00386,Email,18/01/2025,Engaged
DNR00387,Email,11/12/2023,Engaged
DNR00387,Phone Call,31/03/2024,Engaged
DNR00387,Phone Call,15/04/2024,Bounced
DNR00387,Newsletter,18/05/2024,Engaged
DNR00387,Social Media,1/08/2024,Engaged
DNR00387,Social Media,8/10/2024,Engaged
DNR00388,Newsletter,21/02/2023,Engaged
DNR00388,Social Media,22/07/2023,Engaged
DNR00388,Email,2/10/2023,Engaged
DNR00388,Newsletter,29/10/2023,Not Reached
DNR00388,Email,9/01/2024,Bounced
DNR00388,Newsletter,13/09/2024,Engaged
DNR00388,Newsletter,31/12/2024,Engaged
DNR00389,Email,14/02/2023,Engaged
DNR00389,Newsletter,17/07/2023,Engaged
DNR00389,Email,30/07/2023,Engaged
DNR00389,Email,15/08/2023,Not Reached
DNR00389,Email,11/06/2024,Engaged
DNR00390,Newsletter,19/09/2022,Engaged
DNR00390,Social Media,24/09/2022,Not Reached
DNR00390,Email,2/04/2023,Not Reached
DNR00390,Phone Call,7/08/2023,Engaged
DNR00390,Phone Call,6/10/2023,Engaged
DNR00390,Email,21/10/2023,Engaged
DNR00390,Phone Call,5/07/2024,Bounced
DNR00390,Newsletter,12/11/2024,Engaged
DNR00390,Email,22/03/2025,Engaged
DNR00391,Newsletter,22/08/2024,Engaged
DNR00392,Phone Call,21/05/2023,Not Reached
DNR00392,Email,30/06/2023,Engaged
DNR00393,Phone Call,13/09/2022,Not Reached
DNR00393,Phone Call,29/09/2022,Not Reached
DNR00393,Social Media,3/06/2023,Engaged
DNR00393,Social Media,29/01/2024,Not Reached
DNR00393,Phone Call,30/07/2024,Bounced
DNR00393,Phone Call,1/09/2024,Engaged
DNR00393,Social Media,27/09/2024,Bounced
DNR00393,Email,9/02/2025,Unsubscribed
DNR00394,Email,10/10/2022,Bounced
DNR00394,Email,23/03/2023,Engaged
DNR00394,Newsletter,17/10/2023,Not Reached
DNR00394,Email,9/06/2024,Not Reached
DNR00394,Email,6/10/2024,Bounced
DNR00394,Phone Call,31/10/2024,Unsubscribed
DNR00394,Email,22/01/2025,Engaged
DNR00394,Newsletter,14/02/2025,Engaged
DNR00395,Phone Call,1/10/2022,Not Reached
DNR00395,Email,24/03/2023,Bounced
DNR00395,Email,26/10/2023,Engaged
DNR00395,Email,9/12/2023,Engaged
DNR00395,Phone Call,18/10/2024,Bounced
DNR00395,Email,8/12/2024,Unsubscribed
DNR00396,Email,6/08/2022,Unsubscribed
DNR00396,Email,19/05/2024,Bounced
DNR00396,Email,14/01/2025,Bounced
DNR00396,Phone Call,4/02/2025,Engaged
DNR00396,Phone Call,10/02/2025,Engaged
DNR00397,Social Media,7/08/2022,Not Reached
DNR00397,Social Media,23/11/2022,Bounced
DNR00397,Social Media,17/07/2023,Not Reached
DNR00397,Social Media,9/08/2023,Not Reached
DNR00397,Phone Call,31/08/2023,Bounced
DNR00397,Email,26/02/2024,Engaged
DNR00397,Newsletter,14/09/2024,Not Reached
DNR00397,Email,28/09/2024,Engaged
DNR00397,Newsletter,18/04/2025,Engaged
DNR00398,Email,6/12/2022,Bounced
DNR00398,Email,31/12/2022,Not Reached
DNR00398,Email,25/06/2024,Engaged
DNR00398,Email,31/07/2024,Bounced
DNR00398,Email,24/03/2025,Engaged
DNR00399,Newsletter,12/11/2022,Unsubscribed
DNR00399,Social Media,27/07/2023,Unsubscribed
DNR00399,Phone Call,24/06/2024,Unsubscribed
DNR00399,Newsletter,28/06/2024,Not Reached
DNR00399,Email,3/07/2024,Bounced
DNR00399,Social Media,13/08/2024,Engaged
DNR00400,Phone Call,13/11/2023,Engaged
DNR00400,Email,2/10/2024,Unsubscribed
DNR00401,Newsletter,31/03/2023,Not Reached
DNR00401,Social Media,16/04/2023,Engaged
DNR00401,Newsletter,2/07/2023,Engaged
DNR00401,Newsletter,1/03/2024,Not Reached
DNR00401,Social Media,14/10/2024,Engaged
DNR00401,Social Media,22/10/2024,Engaged
DNR00401,Email,27/10/2024,Bounced
DNR00401,Email,13/11/2024,Engaged
