DonationID,DonorID,DonationDate,Amount,CampaignID
DNT001458,DNR01745,2020-04-22,79.89,CAMP001
DNT001459,DNR00635,2019-07-10,148.66,CAMP008
DNT001460,DNR00269,2017-05-10,63.89,CAMP002
DNT001461,DNR02333,2023-07-06,13.81,CAMP009
DNT001462,DNR04335,2022-08-20,144.24,CAMP002
DNT001463,DNR03672,2025-01-29,124.03,CAMP004
DNT001464,DNR03035,2017-07-12,410.73,CAMP007
DNT001465,DNR00676,2021-09-05,35.01,CAMP007
DNT001466,DNR01277,2016-11-02,15.71,CAMP010
DNT001467,DNR03649,2023-04-24,38.27,CAMP008
DNT001468,DNR01655,2022-12-09,12.99,CAMP003
DNT001469,DNR04089,2024-01-08,190.98,CAMP001
DNT001470,DNR01286,2025-04-14,68.75,CAMP004
DNT001471,DNR01380,2016-10-07,230.73,CAMP003
DNT001472,DNR04452,2020-06-30,65.14,CAMP004
DNT001473,DNR00365,2022-04-09,417.54,CAMP006
DNT001474,DNR00219,2021-01-29,13.99,CAMP001
DNT001475,DNR03434,2017-05-07,12.59,CAMP001
DNT001476,DNR03649,2018-01-10,56.35,CAMP002
DNT001477,DNR02489,2016-09-08,131.84,CAMP010
DNT001478,DNR00016,2024-03-02,99.0,CAMP010
DNT001479,DNR04662,2024-03-13,33.61,CAMP003
DNT001480,DNR03954,2022-08-21,123.67,CAMP005
DNT001481,DNR01895,2018-09-18,22.31,CAMP009
DNT001482,DNR03193,2018-07-06,176.23,CAMP006
DNT001483,DNR03880,2020-10-16,87.17,CAMP005
DNT001484,DNR02797,2023-03-10,65.51,CAMP008
DNT001485,DNR03325,2016-02-09,68.53,CAMP001
DNT001486,DNR04065,2018-11-04,47.22,CAMP007
DNT001487,DNR00666,2024-11-08,13.5,CAMP008
DNT001488,DNR00554,2019-04-22,44.69,CAMP009
DNT001489,DNR00150,2024-10-29,105.46,CAMP009
DNT001490,DNR02854,2020-04-20,214.13,CAMP008
DNT001491,DNR00957,2023-11-23,146.68,CAMP010
DNT001492,DNR03775,2020-08-16,48.52,CAMP003
DNT001493,DNR01936,2019-11-30,17.66,CAMP006
DNT001494,DNR01522,2022-04-07,94.79,CAMP005
DNT001495,DNR02474,2017-01-05,109.74,CAMP003
DNT001496,DNR03907,2018-06-26,146.68,CAMP002
DNT001497,DNR01764,2019-09-09,331.97,CAMP002
DNT001498,DNR00543,2020-10-14,12.97,CAMP010
DNT001499,DNR04287,2024-12-28,18.46,CAMP010
DNT001500,DNR03572,2019-10-27,103.73,CAMP010
DNT001501,DNR01722,2016-01-10,469.73,CAMP004
DNT001502,DNR03424,2020-04-28,446.74,CAMP009
DNT001503,DNR03598,2018-08-17,13.82,CAMP002
DNT001504,DNR02626,2015-02-01,61.7,CAMP005
DNT001505,DNR00312,2025-03-06,175.56,CAMP008
DNT001506,DNR02738,2018-10-29,115.71,CAMP010
DNT001507,DNR03184,2018-11-13,38.42,CAMP002
DNT001508,DNR04335,2019-11-11,210.56,CAMP007
DNT001509,DNR01329,2015-10-17,58.11,CAMP006
DNT001510,DNR04678,2016-01-05,59.52,CAMP001
DNT001511,DNR02867,2020-03-11,92.56,CAMP007
DNT001512,DNR04185,2017-05-20,111.98,CAMP010
DNT001513,DNR00523,2022-05-31,140.48,CAMP009
DNT001514,DNR00910,2016-03-17,84.58,CAMP001
DNT001515,DNR02561,2024-05-24,193.9,CAMP002
DNT001516,DNR04477,2022-11-15,582.19,CAMP007
DNT001517,DNR04492,2019-11-12,57.17,CAMP001
DNT001518,DNR03098,2024-12-04,67.19,CAMP002
DNT001519,DNR01154,2018-10-09,32.73,CAMP003
DNT001520,DNR00694,2024-06-04,41.16,CAMP002
DNT001521,DNR00498,2020-09-26,218.39,CAMP002
DNT001522,DNR03968,2018-08-31,112.76,CAMP002
DNT001523,DNR03605,2022-10-28,55.06,CAMP007
DNT001524,DNR01211,2017-10-02,231.51,CAMP010
DNT001525,DNR04688,2018-04-29,191.36,CAMP004
DNT001526,DNR02781,2016-01-25,113.7,CAMP004
DNT001527,DNR01071,2023-11-05,213.23,CAMP008
DNT001528,DNR02571,2025-03-26,221.78,CAMP005
DNT001529,DNR01977,2024-05-29,43.93,CAMP001
DNT001530,DNR00899,2018-03-13,100.2,CAMP002
DNT001531,DNR04215,2020-07-25,28.44,CAMP010
DNT001532,DNR01535,2023-06-29,73.87,CAMP003
DNT001533,DNR04571,2022-02-23,27.26,CAMP004
DNT001534,DNR01258,2015-02-24,16.31,CAMP009
DNT001535,DNR00957,2021-06-23,286.55,CAMP010
DNT001536,DNR02513,2023-08-25,48.07,CAMP010
DNT001537,DNR02783,2017-12-29,246.56,CAMP005
DNT001538,DNR04036,2017-01-13,229.58,CAMP006
DNT001539,DNR04353,2020-07-21,33.22,CAMP003
DNT001540,DNR01930,2025-03-23,276.29,CAMP002
DNT001541,DNR03341,2019-08-20,70.06,CAMP002
DNT001542,DNR01761,2024-11-06,343.04,CAMP006
DNT001543,DNR00975,2016-01-27,24.28,CAMP006
DNT001544,DNR04672,2019-08-21,129.45,CAMP007
DNT001545,DNR00162,2025-02-05,27.03,CAMP009
DNT001546,DNR02898,2019-04-22,45.31,CAMP003
DNT001547,DNR02543,2019-04-28,60.0,CAMP007
DNT001548,DNR03206,2019-06-11,160.46,CAMP007
DNT001549,DNR00878,2017-12-27,102.05,CAMP008
DNT001550,DNR01675,2019-05-28,111.24,CAMP005
DNT001551,DNR00314,2016-12-30,114.86,CAMP003
DNT001552,DNR02325,2017-12-31,200.67,CAMP002
DNT001553,DNR01865,2024-01-05,43.15,CAMP004
DNT001554,DNR00228,2020-08-05,92.97,CAMP008
DNT001555,DNR00012,2025-01-17,71.99,CAMP005
DNT001556,DNR01740,2019-03-06,42.91,CAMP001
DNT001557,DNR03124,2019-04-22,41.2,CAMP003
DNT001558,DNR01288,2017-06-24,121.17,CAMP005
DNT001559,DNR02173,2024-02-24,278.71,CAMP006
DNT001560,DNR02528,2020-12-19,241.12,CAMP002
DNT001561,DNR01025,2021-07-06,109.9,CAMP008
DNT001562,DNR00834,2020-12-30,22.92,CAMP007
DNT001563,DNR00377,2015-03-31,104.25,CAMP007
DNT001564,DNR01059,2023-05-18,60.95,CAMP007
DNT001565,DNR04220,2020-10-05,38.07,CAMP005
DNT001566,DNR01516,2023-04-06,113.71,CAMP002
DNT001567,DNR04148,2019-04-23,404.21,CAMP008
DNT001568,DNR02053,2016-09-23,54.57,CAMP003
DNT001569,DNR02265,2020-08-09,66.68,CAMP003
DNT001570,DNR03534,2022-08-17,37.75,CAMP002
DNT001571,DNR01276,2020-08-12,182.95,CAMP002
DNT001572,DNR02052,2019-03-01,50.61,CAMP002
DNT001573,DNR00201,2015-11-04,28.01,CAMP006
DNT001574,DNR02972,2023-10-10,336.82,CAMP008
DNT001575,DNR03855,2019-09-17,46.06,CAMP003
DNT001576,DNR00360,2025-01-17,68.02,CAMP006
DNT001577,DNR04659,2022-09-13,48.19,CAMP003
DNT001578,DNR01211,2019-10-16,61.47,CAMP009
DNT001579,DNR00594,2018-11-25,128.12,CAMP001
DNT001580,DNR00857,2020-03-07,19.15,CAMP007
DNT001581,DNR04275,2019-01-20,110.33,CAMP008
DNT001582,DNR00017,2018-02-09,30.72,CAMP009
DNT001583,DNR02595,2017-11-19,93.15,CAMP005
DNT001584,DNR00616,2022-06-17,51.17,CAMP006
DNT001585,DNR02850,2015-11-08,93.66,CAMP005
DNT001586,DNR00525,2024-04-13,165.99,CAMP010
DNT001587,DNR02426,2017-06-06,84.1,CAMP005
DNT001588,DNR04558,2021-08-09,105.78,CAMP007
DNT001589,DNR04565,2017-10-11,72.32,CAMP004
DNT001590,DNR02728,2022-10-23,172.81,CAMP006
DNT001591,DNR04427,2020-05-09,132.94,CAMP004
DNT001592,DNR03618,2017-04-05,143.18,CAMP002
DNT001593,DNR03716,2025-02-06,39.25,CAMP002
DNT001594,DNR02535,2021-02-04,130.91,CAMP004
DNT001595,DNR00167,2022-06-03,27.75,CAMP005
DNT001596,DNR01526,2015-11-10,26.18,CAMP001
DNT001597,DNR00826,2018-01-29,169.25,CAMP003
DNT001598,DNR03740,2022-03-08,13.69,CAMP005
DNT001599,DNR04190,2024-09-10,48.86,CAMP008
DNT001600,DNR04095,2023-01-09,310.87,CAMP004
DNT001601,DNR03361,2024-06-12,328.89,CAMP006
DNT001602,DNR03720,2016-12-06,56.77,CAMP004
DNT001603,DNR02615,2017-09-22,209.58,CAMP005
DNT001604,DNR03849,2025-04-03,44.87,CAMP007
DNT001605,DNR00108,2016-01-24,114.09,CAMP008
DNT001606,DNR02704,2020-06-22,88.31,CAMP010
DNT001607,DNR01528,2020-07-19,141.59,CAMP010
DNT001608,DNR00447,2019-05-17,433.38,CAMP008
DNT001609,DNR01652,2020-03-31,11.35,CAMP007
DNT001610,DNR00689,2017-02-28,80.64,CAMP004
DNT001611,DNR01356,2019-08-15,47.25,CAMP004
DNT001612,DNR04522,2015-11-23,41.42,CAMP002
DNT001613,DNR04540,2015-04-23,13.39,CAMP009
DNT001614,DNR00991,2020-02-17,11.7,CAMP006
DNT001615,DNR04853,2018-10-08,215.61,CAMP003
DNT001616,DNR00564,2021-01-17,98.7,CAMP003
DNT001617,DNR01341,2025-03-26,58.16,CAMP001
DNT001618,DNR00949,2016-07-06,85.34,CAMP002
DNT001619,DNR01498,2016-10-26,71.03,CAMP005
DNT001620,DNR02744,2024-10-01,142.66,CAMP009
DNT001621,DNR00202,2019-02-07,99.1,CAMP003
DNT001622,DNR02591,2023-04-18,105.93,CAMP007
DNT001623,DNR01949,2024-11-13,23.11,CAMP006
DNT001624,DNR03934,2025-03-21,249.24,CAMP003
DNT001625,DNR01722,2019-06-10,130.71,CAMP004
DNT001626,DNR02292,2020-10-08,46.05,CAMP005
DNT001627,DNR01042,2019-04-07,78.56,CAMP002
DNT001628,DNR03353,2024-03-13,38.26,CAMP008
DNT001629,DNR03546,2023-03-13,160.81,CAMP007
DNT001630,DNR00946,2024-05-21,115.11,CAMP009
DNT001631,DNR03099,2016-07-01,140.4,CAMP008
DNT001632,DNR02591,2020-12-14,39.81,CAMP007
DNT001633,DNR02258,2021-01-06,83.69,CAMP009
DNT001634,DNR04398,2023-03-30,16.61,CAMP010
DNT001635,DNR00940,2023-07-26,44.37,CAMP005
DNT001636,DNR00777,2022-06-25,40.1,CAMP003
DNT001637,DNR02043,2017-08-27,128.94,CAMP006
DNT001638,DNR01084,2018-01-14,34.85,CAMP009
DNT001639,DNR00372,2016-11-09,39.41,CAMP006
DNT001640,DNR00089,2021-10-20,19.78,CAMP003
DNT001641,DNR04748,2019-04-04,62.53,CAMP002
DNT001642,DNR03553,2018-02-27,104.13,CAMP005
DNT001643,DNR03141,2024-03-24,456.76,CAMP008
DNT001644,DNR00116,2024-11-22,122.04,CAMP008
DNT001645,DNR00360,2023-06-04,57.93,CAMP001
DNT001646,DNR01419,2022-12-26,97.05,CAMP003
DNT001647,DNR03630,2020-09-06,61.14,CAMP005
DNT001648,DNR03678,2023-08-20,57.48,CAMP001
DNT001649,DNR01779,2016-08-02,195.34,CAMP006
DNT001650,DNR00374,2021-10-18,65.23,CAMP004
DNT001651,DNR02266,2018-02-05,166.02,CAMP009
DNT001652,DNR04445,2017-02-26,58.17,CAMP002
DNT001653,DNR04375,2021-07-16,106.09,CAMP010
DNT001654,DNR01929,2016-08-29,96.9,CAMP005
DNT001655,DNR04125,2017-08-13,51.27,CAMP005
DNT001656,DNR00584,2018-07-17,77.85,CAMP006
DNT001657,DNR00223,2020-10-23,171.36,CAMP005
DNT001658,DNR02221,2017-10-24,56.05,CAMP010
DNT001659,DNR02443,2019-07-08,94.95,CAMP010
DNT001660,DNR00167,2021-06-05,221.83,CAMP009
DNT001661,DNR01810,2023-11-21,77.41,CAMP001
DNT001662,DNR04007,2023-07-07,40.06,CAMP008
DNT001663,DNR01672,2020-11-21,137.19,CAMP006
DNT001664,DNR01037,2022-02-27,13.8,CAMP009
DNT001665,DNR00071,2017-08-13,90.85,CAMP010
DNT001666,DNR01068,2024-02-26,124.01,CAMP007
DNT001667,DNR03184,2018-11-03,225.51,CAMP003
DNT001668,DNR00485,2015-06-18,48.03,CAMP008
DNT001669,DNR03372,2018-09-12,73.9,CAMP010
DNT001670,DNR01789,2019-08-30,37.73,CAMP003
DNT001671,DNR01404,2017-03-08,55.91,CAMP003
DNT001672,DNR03417,2016-08-21,77.54,CAMP004
DNT001673,DNR02910,2018-06-17,22.11,CAMP003
DNT001674,DNR02026,2017-07-21,259.45,CAMP006
DNT001675,DNR00392,2022-07-06,86.3,CAMP007
DNT001676,DNR02915,2023-04-09,154.04,CAMP003
DNT001677,DNR04091,2025-03-15,243.22,CAMP003
DNT001678,DNR04886,2016-05-29,60.35,CAMP007
DNT001679,DNR02350,2023-11-16,146.45,CAMP010
DNT001680,DNR03723,2025-02-10,138.87,CAMP009
DNT001681,DNR04336,2019-06-10,186.72,CAMP003
DNT001682,DNR02186,2016-03-29,102.95,CAMP006
DNT001683,DNR02075,2021-11-09,201.41,CAMP005
DNT001684,DNR00949,2015-04-17,313.26,CAMP008
DNT001685,DNR04693,2015-06-04,67.4,CAMP009
DNT001686,DNR01635,2018-06-14,108.6,CAMP008
DNT001687,DNR03029,2015-05-02,15.95,CAMP001
DNT001688,DNR03647,2024-04-20,125.2,CAMP007
DNT001689,DNR03043,2019-06-04,34.19,CAMP008
DNT001690,DNR02599,2017-04-24,30.81,CAMP005
DNT001691,DNR02328,2021-10-05,73.17,CAMP004
DNT001692,DNR01977,2020-01-10,14.88,CAMP007
DNT001693,DNR04474,2023-10-01,34.06,CAMP006
DNT001694,DNR00154,2017-06-25,310.46,CAMP002
DNT001695,DNR03629,2024-10-14,65.01,CAMP009
DNT001696,DNR00430,2018-04-20,25.32,CAMP003
DNT001697,DNR00081,2019-04-23,93.62,CAMP001
DNT001698,DNR03394,2020-06-23,54.83,CAMP003
DNT001699,DNR04031,2020-07-28,82.31,CAMP001
DNT001700,DNR01985,2023-04-14,177.32,CAMP010
DNT001701,DNR00603,2023-08-27,243.52,CAMP007
DNT001702,DNR00185,2024-08-10,303.97,CAMP006
DNT001703,DNR02941,2018-07-19,232.15,CAMP008
DNT001704,DNR03291,2024-03-02,215.07,CAMP004
DNT001705,DNR03338,2023-01-26,70.21,CAMP006
DNT001706,DNR00171,2023-03-30,25.74,CAMP003
DNT001707,DNR02355,2019-11-09,148.12,CAMP004
DNT001708,DNR02082,2017-04-06,60.18,CAMP006
DNT001709,DNR03788,2018-11-08,107.14,CAMP005
DNT001710,DNR01038,2020-10-29,148.17,CAMP002
DNT001711,DNR01634,2020-12-31,12.93,CAMP009
DNT001712,DNR01195,2016-07-29,18.77,CAMP002
DNT001713,DNR00452,2023-01-07,60.25,CAMP008
DNT001714,DNR00907,2024-09-04,56.1,CAMP005
DNT001715,DNR03826,2024-10-07,23.47,CAMP007
DNT001716,DNR03062,2024-06-10,16.0,CAMP006
DNT001717,DNR04672,2017-12-24,44.29,CAMP002
DNT001718,DNR01124,2023-09-12,82.2,CAMP004
DNT001719,DNR04534,2017-11-08,17.93,CAMP009
DNT001720,DNR02442,2024-01-11,79.78,CAMP007
DNT001721,DNR01481,2019-10-12,70.76,CAMP001
DNT001722,DNR04211,2024-07-20,127.79,CAMP004
DNT001723,DNR02084,2021-04-08,36.48,CAMP010
DNT001724,DNR00509,2015-07-07,143.01,CAMP003
DNT001725,DNR03510,2023-11-12,74.74,CAMP001
DNT001726,DNR01292,2022-06-02,57.37,CAMP005
DNT001727,DNR00684,2018-02-06,111.71,CAMP009
DNT001728,DNR03205,2023-07-21,79.4,CAMP004
DNT001729,DNR01615,2017-11-07,66.07,CAMP002
DNT001730,DNR02027,2020-06-10,249.77,CAMP007
DNT001731,DNR00240,2016-05-04,21.78,CAMP008
DNT001732,DNR01339,2020-07-29,174.2,CAMP002
DNT001733,DNR02555,2023-07-12,74.12,CAMP010
DNT001734,DNR01768,2016-09-04,369.68,CAMP009
DNT001735,DNR01257,2020-11-28,16.43,CAMP010
DNT001736,DNR00750,2016-12-09,85.15,CAMP008
DNT001737,DNR04137,2016-07-13,49.03,CAMP004
DNT001738,DNR04586,2015-04-27,93.09,CAMP004
DNT001739,DNR00196,2016-09-10,114.62,CAMP005
DNT001740,DNR04130,2021-05-31,58.52,CAMP001
DNT001741,DNR03512,2015-06-29,341.55,CAMP007
DNT001742,DNR00643,2020-09-01,131.6,CAMP004
DNT001743,DNR00619,2018-03-15,78.18,CAMP001
DNT001744,DNR01567,2023-08-31,104.96,CAMP004
DNT001745,DNR03153,2025-01-07,97.61,CAMP004
DNT001746,DNR01944,2015-03-15,19.97,CAMP001
DNT001747,DNR00256,2023-07-08,17.99,CAMP009
DNT001748,DNR02418,2021-03-06,130.38,CAMP008
DNT001749,DNR01892,2025-01-31,77.11,CAMP009
DNT001750,DNR02492,2025-03-28,51.89,CAMP007
DNT001751,DNR01971,2025-03-08,17.33,CAMP005
DNT001752,DNR02493,2016-07-23,246.3,CAMP007
DNT001753,DNR00649,2019-06-29,11.23,CAMP002
DNT001754,DNR02102,2018-02-09,80.78,CAMP010
DNT001755,DNR02353,2024-08-10,20.51,CAMP007
DNT001756,DNR04222,2022-04-11,81.54,CAMP004
DNT001757,DNR02352,2023-06-27,13.18,CAMP005
DNT001758,DNR02703,2016-10-05,248.41,CAMP007
DNT001759,DNR04064,2016-07-27,158.5,CAMP002
DNT001760,DNR03625,2021-02-26,100.56,CAMP005
DNT001761,DNR03119,2023-05-26,47.09,CAMP002
DNT001762,DNR01018,2025-02-17,200.01,CAMP010
DNT001763,DNR03530,2022-01-31,57.24,CAMP006
DNT001764,DNR03088,2020-07-06,118.62,CAMP010
DNT001765,DNR03811,2020-06-07,11.73,CAMP008
DNT001766,DNR02864,2024-03-30,188.33,CAMP007
DNT001767,DNR01038,2018-10-14,126.33,CAMP005
DNT001768,DNR02939,2016-02-19,43.5,CAMP003
DNT001769,DNR04825,2015-12-24,222.21,CAMP004
DNT001770,DNR02066,2022-08-07,227.52,CAMP002
DNT001771,DNR03419,2023-07-27,45.25,CAMP006
DNT001772,DNR01555,2016-05-01,120.96,CAMP008
DNT001773,DNR01507,2020-02-19,176.25,CAMP008
DNT001774,DNR02191,2024-07-03,120.41,CAMP009
DNT001775,DNR04011,2024-05-04,95.28,CAMP005
DNT001776,DNR03971,2016-09-15,65.74,CAMP010
DNT001777,DNR04183,2020-04-01,215.44,CAMP006
DNT001778,DNR00453,2015-02-16,83.99,CAMP002
DNT001779,DNR02079,2022-01-25,52.71,CAMP010
DNT001780,DNR01259,2016-01-27,17.13,CAMP004
DNT001781,DNR03637,2019-04-13,28.64,CAMP003
DNT001782,DNR03503,2022-06-25,53.98,CAMP009
DNT001783,DNR04273,2018-11-30,73.42,CAMP006
DNT001784,DNR03199,2024-05-13,237.9,CAMP006
DNT001785,DNR03492,2015-06-01,243.21,CAMP004
DNT001786,DNR02926,2025-01-13,228.22,CAMP006
DNT001787,DNR04208,2018-04-08,230.36,CAMP001
DNT001788,DNR03409,2018-03-07,80.9,CAMP009
DNT001789,DNR04091,2022-10-12,41.11,CAMP003
DNT001790,DNR03203,2023-03-01,107.22,CAMP005
DNT001791,DNR01225,2015-10-19,145.86,CAMP007
DNT001792,DNR04681,2024-05-30,31.63,CAMP002
DNT001793,DNR01493,2024-07-21,82.39,CAMP004
DNT001794,DNR00918,2022-03-12,68.57,CAMP006
DNT001795,DNR00490,2017-09-11,155.76,CAMP001
DNT001796,DNR01870,2024-01-18,339.24,CAMP006
DNT001797,DNR04346,2019-05-26,220.03,CAMP005
DNT001798,DNR01826,2024-01-21,75.5,CAMP002
DNT001799,DNR02766,2015-07-02,252.68,CAMP006
DNT001800,DNR00767,2023-10-20,144.68,CAMP005
DNT001801,DNR03127,2023-03-29,125.65,CAMP001
DNT001802,DNR04060,2023-06-21,107.21,CAMP006
DNT001803,DNR01971,2020-06-27,16.27,CAMP007
DNT001804,DNR04768,2023-08-26,84.89,CAMP009
DNT001805,DNR04863,2019-11-18,52.56,CAMP002
DNT001806,DNR01360,2016-09-27,318.21,CAMP006
DNT001807,DNR02613,2019-08-19,50.19,CAMP006
DNT001808,DNR00241,2022-02-17,17.3,CAMP001
DNT001809,DNR03559,2018-06-18,57.4,CAMP008
DNT001810,DNR00138,2025-03-23,50.99,CAMP005
DNT001811,DNR00143,2023-05-30,177.64,CAMP002
DNT001812,DNR02560,2022-06-13,69.66,CAMP005
DNT001813,DNR02020,2020-09-09,84.08,CAMP004
DNT001814,DNR01193,2021-05-02,135.58,CAMP007
DNT001815,DNR00334,2022-01-06,20.17,CAMP010
DNT001816,DNR01796,2023-03-02,44.46,CAMP008
DNT001817,DNR01424,2023-11-12,19.79,CAMP001
DNT001818,DNR02167,2017-09-22,58.97,CAMP001
DNT001819,DNR01094,2016-11-24,21.52,CAMP008
DNT001820,DNR00181,2023-06-04,118.29,CAMP004
DNT001821,DNR03624,2016-09-25,190.14,CAMP008
DNT001822,DNR01564,2018-12-21,163.54,CAMP007
DNT001823,DNR02358,2021-05-10,88.29,CAMP009
DNT001824,DNR02507,2017-01-02,98.62,CAMP007
DNT001825,DNR03655,2022-06-02,34.24,CAMP004
DNT001826,DNR00758,2023-07-01,95.17,CAMP005
DNT001827,DNR03585,2015-07-01,38.92,CAMP007
DNT001828,DNR02668,2018-08-13,27.54,CAMP002
DNT001829,DNR00985,2024-09-23,93.61,CAMP003
DNT001830,DNR03306,2021-01-24,91.54,CAMP003
DNT001831,DNR01452,2017-10-05,67.46,CAMP009
DNT001832,DNR03131,2016-11-27,92.51,CAMP002
DNT001833,DNR01536,2017-03-24,39.33,CAMP004
DNT001834,DNR01019,2024-05-04,14.59,CAMP008
DNT001835,DNR03811,2020-08-06,139.72,CAMP001
DNT001836,DNR00989,2021-10-02,144.43,CAMP009
DNT001837,DNR02078,2020-06-15,299.88,CAMP006
DNT001838,DNR04045,2021-06-09,94.07,CAMP004
DNT001839,DNR00077,2019-07-15,19.39,CAMP005
DNT001840,DNR04188,2020-02-18,45.75,CAMP007
DNT001841,DNR03671,2023-07-09,147.47,CAMP008
DNT001842,DNR04650,2023-08-04,24.85,CAMP005
DNT001843,DNR03487,2015-04-02,53.47,CAMP007
DNT001844,DNR00423,2016-07-25,70.86,CAMP003
DNT001845,DNR01424,2019-06-22,186.43,CAMP002
DNT001846,DNR04888,2023-01-01,54.73,CAMP002
DNT001847,DNR00147,2024-05-04,38.9,CAMP010
DNT001848,DNR03327,2024-05-15,42.25,CAMP003
DNT001849,DNR02856,2017-02-03,35.21,CAMP006
DNT001850,DNR03201,2016-03-11,76.24,CAMP010
DNT001851,DNR02931,2021-04-18,48.88,CAMP001
DNT001852,DNR02708,2021-06-24,201.31,CAMP003
DNT001853,DNR03416,2023-06-29,105.76,CAMP003
DNT001854,DNR04464,2017-10-03,290.03,CAMP002
DNT001855,DNR01897,2023-05-24,171.66,CAMP001
DNT001856,DNR02662,2023-02-26,21.91,CAMP001
DNT001857,DNR01824,2024-04-30,25.69,CAMP001
DNT001858,DNR04483,2022-06-29,13.05,CAMP008
DNT001859,DNR00019,2024-03-12,46.62,CAMP006
DNT001860,DNR02946,2016-07-05,164.39,CAMP009
DNT001861,DNR00365,2020-05-27,20.74,CAMP003
DNT001862,DNR04314,2017-01-10,110.52,CAMP007
DNT001863,DNR00670,2018-12-08,238.55,CAMP006
DNT001864,DNR04034,2020-03-08,367.25,CAMP009
DNT001865,DNR00327,2021-07-02,65.76,CAMP009
DNT001866,DNR04279,2016-03-30,30.83,CAMP009
DNT001867,DNR04307,2015-02-20,47.48,CAMP007
DNT001868,DNR04473,2022-05-11,75.3,CAMP009
DNT001869,DNR00154,2016-08-04,71.9,CAMP007
DNT001870,DNR02268,2015-06-12,46.53,CAMP009
DNT001871,DNR00946,2016-11-19,50.11,CAMP002
DNT001872,DNR02048,2018-03-18,15.41,CAMP002
DNT001873,DNR02887,2017-12-28,26.09,CAMP007
DNT001874,DNR01658,2017-08-05,20.31,CAMP010
DNT001875,DNR03954,2020-06-19,138.72,CAMP006
DNT001876,DNR00237,2021-11-28,109.63,CAMP006
DNT001877,DNR01703,2020-12-16,82.26,CAMP005
DNT001878,DNR03040,2016-07-23,23.05,CAMP001
DNT001879,DNR02764,2023-05-29,18.37,CAMP007
DNT001880,DNR02226,2017-07-10,215.91,CAMP002
DNT001881,DNR03011,2015-12-30,40.49,CAMP008
DNT001882,DNR03750,2020-07-23,194.03,CAMP010
DNT001883,DNR00618,2015-12-25,308.62,CAMP007
DNT001884,DNR04459,2018-01-24,176.43,CAMP002
DNT001885,DNR00527,2020-05-06,157.3,CAMP002
DNT001886,DNR01783,2019-10-16,61.79,CAMP010
DNT001887,DNR02674,2020-02-09,18.22,CAMP008
DNT001888,DNR02590,2024-08-27,80.48,CAMP005
DNT001889,DNR00094,2024-03-20,161.51,CAMP008
DNT001890,DNR00089,2020-05-07,36.52,CAMP001
DNT001891,DNR01446,2016-06-09,50.82,CAMP009
DNT001892,DNR00555,2021-08-31,34.6,CAMP008
DNT001893,DNR01632,2015-07-22,149.09,CAMP006
DNT001894,DNR03919,2023-01-26,79.13,CAMP008
DNT001895,DNR02226,2019-08-14,172.77,CAMP001
DNT001896,DNR02023,2015-04-13,90.15,CAMP008
DNT001897,DNR04088,2021-11-16,98.37,CAMP001
DNT001898,DNR03439,2017-07-17,55.01,CAMP004
DNT001899,DNR04656,2020-09-05,30.1,CAMP010
DNT001900,DNR03437,2017-08-10,35.05,CAMP003
DNT001901,DNR03718,2016-05-18,21.65,CAMP003
DNT001902,DNR03412,2020-12-13,76.7,CAMP010
DNT001903,DNR03515,2015-09-20,136.83,CAMP009
DNT001904,DNR00002,2020-04-17,175.96,CAMP008
DNT001905,DNR00530,2016-06-11,32.32,CAMP010
DNT001906,DNR00671,2024-05-04,13.75,CAMP008
DNT001907,DNR02253,2022-04-26,66.8,CAMP007
DNT001908,DNR00636,2017-11-04,139.34,CAMP008
DNT001909,DNR04653,2018-01-22,15.31,CAMP008
DNT001910,DNR04224,2020-06-16,10.11,CAMP010
DNT001911,DNR04294,2021-08-01,100.5,CAMP006
DNT001912,DNR02242,2021-06-21,93.79,CAMP008
DNT001913,DNR01042,2016-09-11,25.88,CAMP002
DNT001914,DNR03677,2025-03-10,11.47,CAMP007
DNT001915,DNR00447,2016-09-01,80.15,CAMP003
DNT001916,DNR01335,2015-05-14,119.21,CAMP008
DNT001917,DNR03186,2018-01-16,142.06,CAMP005
DNT001918,DNR00144,2022-12-26,245.53,CAMP005
DNT001919,DNR02021,2018-11-09,38.22,CAMP003
DNT001920,DNR04735,2024-03-27,141.81,CAMP001
DNT001921,DNR00837,2019-05-05,68.76,CAMP002
DNT001922,DNR02860,2022-02-24,129.51,CAMP002
DNT001923,DNR01398,2020-08-19,161.89,CAMP007
DNT001924,DNR00805,2017-12-11,26.85,CAMP002
DNT001925,DNR03085,2018-11-14,42.84,CAMP007
DNT001926,DNR02054,2024-08-30,35.61,CAMP001
DNT001927,DNR03153,2020-04-30,17.82,CAMP002
DNT001928,DNR00228,2021-05-26,141.92,CAMP007
DNT001929,DNR00956,2019-02-06,49.24,CAMP007
DNT001930,DNR04484,2022-04-16,190.54,CAMP002
DNT001931,DNR03536,2015-07-08,347.23,CAMP010
DNT001932,DNR01622,2017-01-29,34.97,CAMP007
DNT001933,DNR04290,2018-09-12,151.36,CAMP009
DNT001934,DNR04372,2015-12-30,74.62,CAMP008
DNT001935,DNR02003,2016-04-04,150.09,CAMP006
DNT001936,DNR02291,2024-09-10,76.62,CAMP004
DNT001937,DNR03202,2016-10-18,111.78,CAMP003
DNT001938,DNR04838,2020-06-18,131.73,CAMP008
