DonationID,DonorID,DonationDate,Amount,CampaignID
DNT004116,DNR00475,3/11/2019,34.89,CAMP007
DNT004117,DNR02096,9/06/2020,158.55,CAMP005
DNT004118,DNR03518,18/03/2021,196.09,CAMP006
DNT004119,DNR03310,11/01/2021,33.76,CAMP001
DNT004120,DNR04134,26/09/2018,128.55,CAMP006
DNT004121,DNR02500,27/09/2018,57.79,CAMP001
DNT004122,DNR04305,9/05/2018,185.89,CAMP004
DNT004123,DNR02904,27/06/2024,96.38,CAMP002
DNT004124,DNR01239,5/09/2020,21.1,CAMP002
DNT004125,DNR03209,1/08/2016,72.8,CAMP001
DNT004126,DNR00123,14/08/2017,47.55,CAMP007
DNT004127,DNR04434,17/09/2017,413.41,CAMP002
DNT004128,DNR00902,17/09/2020,137.93,CAMP007
DNT004129,DNR04710,20/10/2024,41.67,CAMP002
DNT004130,DNR02825,23/04/2021,67.84,CAMP007
DNT004131,DNR04731,8/11/2021,289.09,CAMP004
DNT004132,DNR02192,25/12/2018,38.62,CAMP009
DNT004133,DNR03208,6/01/2024,98.21,CAMP001
DNT004134,DNR02639,14/06/2023,384.1,CAMP003
DNT004135,DNR02958,1/01/2024,45.56,CAMP005
DNT004136,DNR00454,9/03/2017,167.95,CAMP007
DNT004137,DNR01713,13/02/2024,22.24,CAMP007
DNT004138,DNR03328,31/03/2021,173.4,CAMP006
DNT004139,DNR03112,19/02/2018,153.04,CAMP005
DNT004140,DNR01822,22/12/2019,31.01,CAMP005
DNT004141,DNR01970,30/09/2023,20.5,CAMP004
DNT004142,DNR00603,3/03/2016,69.34,CAMP009
DNT004143,DNR02435,5/10/2018,43.06,CAMP008
DNT004144,DNR04006,2/12/2017,241.78,CAMP009
DNT004145,DNR03812,24/08/2019,61.43,CAMP007
DNT004146,DNR04296,15/03/2023,243.87,CAMP005
DNT004147,DNR01402,18/12/2019,55.34,CAMP010
DNT004148,DNR03433,11/12/2019,20.57,CAMP002
DNT004149,DNR03666,7/07/2024,143.82,CAMP004
DNT004150,DNR02163,29/06/2018,91.04,CAMP006
DNT004151,DNR03524,30/05/2016,98.46,CAMP008
DNT004152,DNR02341,9/07/2024,109.11,CAMP005
DNT004153,DNR02986,29/05/2019,58.96,CAMP009
DNT004154,DNR00706,9/04/2024,18.53,CAMP004
DNT004155,DNR01746,27/07/2019,69.19,CAMP006
DNT004156,DNR02547,12/04/2018,29.26,CAMP004
DNT004157,DNR01334,18/10/2020,11.75,CAMP006
DNT004158,DNR02937,15/01/2015,257.04,CAMP010
DNT004159,DNR01556,20/11/2016,206.23,CAMP003
DNT004160,DNR00120,4/09/2020,79.73,CAMP008
DNT004161,DNR04055,23/10/2022,92.17,CAMP004
DNT004162,DNR03034,15/08/2022,30.77,CAMP007
DNT004163,DNR03889,11/03/2022,53.59,CAMP010
DNT004164,DNR01710,25/08/2023,120.21,CAMP008
DNT004165,DNR04491,28/04/2016,146.78,CAMP009
DNT004166,DNR04621,6/11/2016,25.35,CAMP002
DNT004167,DNR03094,1/03/2015,53.79,CAMP003
DNT004168,DNR02765,22/12/2022,112.12,CAMP009
DNT004169,DNR01943,10/05/2019,41.64,CAMP007
DNT004170,DNR03422,23/08/2016,312.84,CAMP007
DNT004171,DNR03673,18/12/2017,14.05,CAMP004
DNT004172,DNR04086,11/07/2016,133.88,CAMP001
DNT004173,DNR04120,23/03/2019,260.89,CAMP008
DNT004174,DNR02383,27/12/2018,28.82,CAMP010
DNT004175,DNR04359,1/05/2015,140.98,CAMP009
DNT004176,DNR00140,18/09/2024,123.87,CAMP004
DNT004177,DNR01029,4/03/2021,119.47,CAMP001
DNT004178,DNR02420,17/01/2024,11.12,CAMP009
DNT004179,DNR00984,1/12/2015,44.67,CAMP005
DNT004180,DNR02901,14/02/2017,189.6,CAMP006
DNT004181,DNR00736,5/05/2022,25.3,CAMP002
DNT004182,DNR03448,4/10/2021,149.35,CAMP005
DNT004183,DNR01855,8/09/2023,400.26,CAMP001
DNT004184,DNR00744,28/08/2020,68.16,CAMP003
DNT004185,DNR04190,1/02/2015,168.27,CAMP001
DNT004186,DNR03021,20/06/2023,58.23,CAMP001
DNT004187,DNR01565,2/05/2019,58.59,CAMP009
DNT004188,DNR02188,12/11/2017,92.17,CAMP006
DNT004189,DNR00373,1/08/2023,91.35,CAMP008
DNT004190,DNR04263,28/10/2023,183.86,CAMP005
DNT004191,DNR02549,22/01/2023,47.63,CAMP009
DNT004192,DNR03679,21/08/2015,78.22,CAMP004
DNT004193,DNR00921,8/01/2024,50.22,CAMP010
DNT004194,DNR00081,29/11/2024,235.22,CAMP008
DNT004195,DNR01275,17/08/2022,22.23,CAMP006
DNT004196,DNR04718,25/05/2018,114.81,CAMP010
DNT004197,DNR01321,13/03/2023,36.86,CAMP005
DNT004198,DNR04059,11/01/2021,89.43,CAMP005
DNT004199,DNR01757,4/12/2019,105.89,CAMP003
DNT004200,DNR02988,28/04/2023,15.86,CAMP004
DNT004201,DNR04668,8/05/2020,227.94,CAMP010
DNT004202,DNR04453,15/11/2016,271.38,CAMP005
DNT004203,DNR03491,20/10/2016,20.3,CAMP009
DNT004204,DNR04608,7/12/2017,56.48,CAMP010
DNT004205,DNR02575,25/02/2018,100.35,CAMP003
DNT004206,DNR03750,22/03/2016,20.59,CAMP005
DNT004207,DNR01328,19/11/2019,39.44,CAMP009
DNT004208,DNR00977,28/10/2021,108.07,CAMP001
DNT004209,DNR03674,27/12/2021,472.26,CAMP005
DNT004210,DNR03742,25/09/2023,84,CAMP004
DNT004211,DNR00823,6/11/2024,307.67,CAMP001
DNT004212,DNR01741,25/10/2020,130.79,CAMP001
DNT004213,DNR03098,25/02/2018,167.8,CAMP007
DNT004214,DNR03542,13/01/2017,21.93,CAMP006
DNT004215,DNR01562,20/02/2024,65.77,CAMP001
DNT004216,DNR01319,2/05/2015,86.01,CAMP004
DNT004217,DNR00307,17/01/2018,56.27,CAMP007
DNT004218,DNR04687,24/02/2020,70.21,CAMP006
DNT004219,DNR00149,5/11/2017,119.59,CAMP010
DNT004220,DNR04877,28/04/2015,43.3,CAMP002
DNT004221,DNR02025,25/06/2024,93.69,CAMP009
DNT004222,DNR04397,24/01/2023,25.03,CAMP010
DNT004223,DNR04782,31/08/2022,222.66,CAMP003
DNT004224,DNR02849,1/09/2015,64.78,CAMP002
DNT004225,DNR01606,8/03/2016,69.56,CAMP001
DNT004226,DNR01142,31/01/2015,32.04,CAMP003
DNT004227,DNR03457,18/03/2020,58.25,CAMP006
DNT004228,DNR03906,24/04/2022,12.56,CAMP010
DNT004229,DNR01391,9/04/2017,356.81,CAMP001
DNT004230,DNR04387,5/10/2021,278.79,CAMP002
DNT004231,DNR03166,17/09/2015,35.26,CAMP009
DNT004232,DNR04431,12/11/2017,85.78,CAMP001
DNT004233,DNR03212,7/09/2024,80.8,CAMP001
DNT004234,DNR01401,6/10/2017,22.09,CAMP009
DNT004235,DNR03407,11/11/2024,366.31,CAMP003
DNT004236,DNR02816,11/10/2019,27.87,CAMP006
DNT004237,DNR00135,5/02/2017,71.69,CAMP003
DNT004238,DNR02142,22/03/2020,14.17,CAMP002
DNT004239,DNR04421,20/03/2024,36.96,CAMP003
DNT004240,DNR02781,5/01/2024,58.05,CAMP010
DNT004241,DNR01892,10/04/2024,133,CAMP004
DNT004242,DNR00403,1/07/2023,18.01,CAMP001
DNT004243,DNR04481,30/10/2019,88.5,CAMP003
DNT004244,DNR00389,27/04/2024,62.31,CAMP007
DNT004245,DNR01495,14/07/2022,45.29,CAMP002
DNT004246,DNR00821,10/11/2017,403.87,CAMP007
DNT004247,DNR01480,27/06/2021,82.49,CAMP004
DNT004248,DNR03131,28/10/2023,218.93,CAMP007
DNT004249,DNR03066,24/12/2024,122.97,CAMP003
DNT004250,DNR00182,19/03/2020,94.36,CAMP007
DNT004251,DNR04201,8/07/2018,14.07,CAMP010
DNT004252,DNR01726,16/12/2020,72.7,CAMP007
DNT004253,DNR04848,23/08/2015,34.17,CAMP003
DNT004254,DNR03422,5/11/2021,133.32,CAMP006
DNT004255,DNR00423,6/12/2023,25.6,CAMP009
DNT004256,DNR04554,29/03/2020,80.91,CAMP007
DNT004257,DNR03183,4/07/2016,76.69,CAMP005
DNT004258,DNR02059,4/07/2019,39.99,CAMP001
DNT004259,DNR02793,11/12/2021,97.93,CAMP008
DNT004260,DNR02512,21/09/2020,226.86,CAMP004
DNT004261,DNR00316,28/05/2023,18.28,CAMP002
DNT004262,DNR02735,25/04/2022,121.41,CAMP009
DNT004263,DNR04743,1/02/2017,262.8,CAMP003
DNT004264,DNR02052,12/10/2022,68.9,CAMP006
DNT004265,DNR00261,4/04/2022,12.45,CAMP003
DNT004266,DNR04190,4/07/2018,51.93,CAMP007
DNT004267,DNR02546,16/04/2018,17.97,CAMP002
DNT004268,DNR03663,11/06/2024,233.26,CAMP004
DNT004269,DNR04607,13/12/2016,213.69,CAMP010
DNT004270,DNR00545,21/10/2020,115.05,CAMP009
DNT004271,DNR04806,30/06/2021,162.61,CAMP008
DNT004272,DNR02079,1/12/2021,241.75,CAMP008
DNT004273,DNR03712,12/05/2023,50.35,CAMP008
DNT004274,DNR00291,6/02/2024,21.24,CAMP007
DNT004275,DNR03778,21/06/2022,11.21,CAMP006
DNT004276,DNR03961,17/09/2020,145.67,CAMP008
DNT004277,DNR00592,19/01/2017,15.3,CAMP007
DNT004278,DNR03131,13/07/2024,34.53,CAMP001
DNT004279,DNR01774,1/06/2021,184.92,CAMP006
DNT004280,DNR02571,11/07/2019,10.23,CAMP008
DNT004281,DNR02035,8/10/2023,119.17,CAMP005
DNT004282,DNR02072,30/01/2016,53.71,CAMP006
DNT004283,DNR03658,1/12/2023,14.47,CAMP002
DNT004284,DNR04817,28/08/2021,67.68,CAMP002
DNT004285,DNR02051,19/07/2023,44.25,CAMP002
DNT004286,DNR03283,30/08/2017,102.54,CAMP006
DNT004287,DNR03769,25/12/2020,130.59,CAMP005
DNT004288,DNR04576,4/07/2024,32.04,CAMP006
DNT004289,DNR03500,9/12/2022,233.1,CAMP006
DNT004290,DNR01113,23/08/2016,56.65,CAMP004
DNT004291,DNR04319,15/09/2021,308.95,CAMP007
DNT004292,DNR03159,13/03/2022,176.17,CAMP009
DNT004293,DNR02816,31/05/2021,14.28,CAMP007
DNT004294,DNR04412,15/01/2017,501.37,CAMP006
DNT004295,DNR02902,12/06/2024,46.98,CAMP003
DNT004296,DNR04068,30/08/2019,37.46,CAMP006
DNT004297,DNR01815,12/07/2024,186.66,CAMP008
DNT004298,DNR04072,30/01/2015,214.95,CAMP008
DNT004299,DNR00231,23/05/2024,207.23,CAMP004
DNT004300,DNR04495,5/04/2015,54.2,CAMP005
DNT004301,DNR01779,13/02/2017,29.99,CAMP004
DNT004302,DNR03851,11/03/2023,264.31,CAMP002
DNT004303,DNR02861,12/11/2020,77.52,CAMP005
DNT004304,DNR01327,2/05/2015,151.49,CAMP001
DNT004305,DNR04272,19/10/2015,70.49,CAMP002
DNT004306,DNR03429,25/09/2016,123.77,CAMP007
DNT004307,DNR03908,26/08/2016,46.25,CAMP005
DNT004308,DNR03469,23/07/2019,205.69,CAMP010
DNT004309,DNR04264,21/01/2024,228.36,CAMP008
DNT004310,DNR01905,19/03/2018,42.11,CAMP006
DNT004311,DNR03192,28/01/2015,95.45,CAMP008
DNT004312,DNR02880,19/09/2015,79.8,CAMP002
DNT004313,DNR03110,16/07/2015,140.09,CAMP008
DNT004314,DNR02922,4/12/2018,86.97,CAMP009
DNT004315,DNR01182,6/11/2023,21.82,CAMP008
DNT004316,DNR04175,11/02/2020,139.82,CAMP007
DNT004317,DNR03192,19/11/2019,102.24,CAMP008
DNT004318,DNR03712,8/02/2023,102.68,CAMP002
DNT004319,DNR02967,28/01/2022,97.46,CAMP006
DNT004320,DNR03586,21/07/2015,14.46,CAMP007
DNT004321,DNR03274,10/09/2019,121.15,CAMP009
DNT004322,DNR00753,13/10/2017,98.3,CAMP003
DNT004323,DNR02819,13/04/2016,286.77,CAMP006
DNT004324,DNR01866,13/04/2017,32.56,CAMP008
DNT004325,DNR04107,20/02/2024,276.97,CAMP004
DNT004326,DNR02171,11/07/2022,12.93,CAMP005
DNT004327,DNR00213,4/05/2021,50.72,CAMP002
DNT004328,DNR04636,6/12/2016,294.12,CAMP010
DNT004329,DNR04594,27/05/2023,69.94,CAMP007
DNT004330,DNR04222,23/05/2024,331.23,CAMP008
DNT004331,DNR01342,12/01/2015,48.39,CAMP006
DNT004332,DNR00516,24/06/2024,61.23,CAMP009
DNT004333,DNR01148,5/06/2024,86.71,CAMP003
DNT004334,DNR03657,29/03/2019,42.54,CAMP009
DNT004335,DNR02351,5/09/2017,289.51,CAMP009
DNT004336,DNR02590,29/06/2020,66.28,CAMP009
DNT004337,DNR02509,28/01/2024,66.13,CAMP006
DNT004338,DNR01194,25/12/2019,69.02,CAMP009
DNT004339,DNR00248,16/10/2018,59.2,CAMP007
DNT004340,DNR03673,26/10/2020,82.57,CAMP008
DNT004341,DNR00045,16/09/2020,318.1,CAMP008
DNT004342,DNR02516,20/12/2017,48.58,CAMP008
DNT004343,DNR04324,5/12/2021,335.75,CAMP003
DNT004344,DNR03382,26/05/2019,33.12,CAMP006
DNT004345,DNR00025,20/12/2019,150.97,CAMP007
DNT004346,DNR00779,21/10/2024,30.62,CAMP004
DNT004347,DNR01583,22/01/2017,178.52,CAMP004
DNT004348,DNR04522,5/08/2023,265.12,CAMP007
DNT004349,DNR02964,3/10/2020,106.09,CAMP002
DNT004350,DNR03728,1/02/2024,113.57,CAMP008
DNT004351,DNR01344,17/03/2021,126,CAMP006
DNT004352,DNR00049,26/12/2019,18.25,CAMP009
DNT004353,DNR03335,8/01/2024,21.63,CAMP005
DNT004354,DNR04698,18/09/2022,52.62,CAMP010
DNT004355,DNR03161,30/09/2016,60.48,CAMP010
DNT004356,DNR00475,5/07/2019,57.32,CAMP001
DNT004357,DNR04121,15/12/2015,216.92,CAMP007
DNT004358,DNR04134,7/11/2018,18.47,CAMP004
DNT004359,DNR02162,11/06/2021,20.34,CAMP010
DNT004360,DNR00983,9/01/2024,92.3,CAMP004
DNT004361,DNR02601,15/12/2019,14.71,CAMP003
DNT004362,DNR02895,12/02/2021,22.82,CAMP005
DNT004363,DNR00164,18/12/2018,28.42,CAMP006
DNT004364,DNR03708,30/10/2023,197.41,CAMP003
DNT004365,DNR02659,20/05/2020,53.47,CAMP008
DNT004366,DNR01701,22/01/2023,296.51,CAMP002
DNT004367,DNR04220,27/03/2024,120.5,CAMP007
DNT004368,DNR01972,18/07/2018,40.73,CAMP001
DNT004369,DNR00713,3/01/2024,122.77,CAMP009
DNT004370,DNR04085,12/01/2024,22.12,CAMP009
DNT004371,DNR02014,3/04/2016,140.49,CAMP005
DNT004372,DNR00498,4/11/2020,13.48,CAMP002
DNT004373,DNR04293,12/09/2022,110.31,CAMP006
DNT004374,DNR02254,26/06/2023,29.46,CAMP010
DNT004375,DNR03299,25/08/2016,57.72,CAMP005
DNT004376,DNR01087,8/07/2020,163.74,CAMP004
DNT004377,DNR01727,8/03/2023,84.67,CAMP002
DNT004378,DNR04443,14/05/2020,54.12,CAMP005
DNT004379,DNR02171,26/07/2023,77.82,CAMP008
DNT004380,DNR03679,27/08/2018,31.42,CAMP002
DNT004381,DNR00746,24/05/2021,512.59,CAMP007
DNT004382,DNR04803,28/11/2016,169.67,CAMP003
DNT004383,DNR00511,21/06/2016,12.28,CAMP006
DNT004384,DNR03875,12/07/2018,74.54,CAMP004
DNT004385,DNR02308,4/11/2015,32.39,CAMP006
DNT004386,DNR04846,3/02/2018,15.11,CAMP002
DNT004387,DNR03892,4/05/2017,21.39,CAMP010
DNT004388,DNR00818,4/10/2019,48.04,CAMP005
DNT004389,DNR01179,14/10/2024,46.75,CAMP002
DNT004390,DNR02536,4/06/2020,49.58,CAMP008
DNT004391,DNR04198,11/02/2023,156.16,CAMP009
DNT004392,DNR02647,1/04/2022,40.25,CAMP008
DNT004393,DNR02029,19/07/2017,297.58,CAMP001
DNT004394,DNR02770,12/06/2020,42.91,CAMP005
DNT004395,DNR02988,29/02/2020,132.74,CAMP004
DNT004396,DNR01149,16/09/2020,602.99,CAMP004
DNT004397,DNR00556,10/01/2024,57.28,CAMP007
DNT004398,DNR02584,24/02/2024,19.01,CAMP010
DNT004399,DNR03845,15/03/2018,49.1,CAMP010
DNT004400,DNR04023,20/07/2015,273.04,CAMP004
DNT004401,DNR01977,16/09/2022,147.69,CAMP001
DNT004402,DNR03557,14/10/2023,53.61,CAMP003
DNT004403,DNR00657,10/06/2015,93.79,CAMP008
DNT004404,DNR03471,12/02/2019,107.58,CAMP010
DNT004405,DNR00957,27/03/2016,43.65,CAMP007
DNT004406,DNR01237,26/03/2017,340.93,CAMP002
DNT004407,DNR01620,29/11/2019,39.75,CAMP007
DNT004408,DNR00646,14/01/2016,354.06,CAMP002
DNT004409,DNR03734,14/02/2018,43.2,CAMP006
DNT004410,DNR02014,23/10/2016,157.39,CAMP008
DNT004411,DNR00388,31/10/2020,13.81,CAMP003
DNT004412,DNR02709,1/10/2016,33.04,CAMP003
DNT004413,DNR04077,3/07/2021,33.46,CAMP008
DNT004414,DNR01864,24/06/2015,71.78,CAMP008
DNT004415,DNR04593,16/07/2018,145.25,CAMP010
DNT004416,DNR03640,23/08/2024,71.23,CAMP006
DNT004417,DNR03177,3/09/2021,24.62,CAMP001
DNT004418,DNR01587,26/07/2018,166.5,CAMP003
DNT004419,DNR02872,22/08/2015,17.23,CAMP010
DNT004420,DNR01810,16/02/2022,16.68,CAMP007
DNT004421,DNR03760,31/07/2021,14.84,CAMP002
DNT004422,DNR01960,22/12/2017,298.57,CAMP009
DNT004423,DNR03731,22/08/2016,35.23,CAMP009
DNT004424,DNR00612,23/05/2018,240.06,CAMP002
DNT004425,DNR02547,18/09/2016,66.61,CAMP006
DNT004426,DNR00675,11/03/2024,87.26,CAMP002
DNT004427,DNR03568,4/10/2015,44.15,CAMP001
DNT004428,DNR00230,27/02/2024,36.03,CAMP010
DNT004429,DNR01686,3/08/2018,230.17,CAMP009
DNT004430,DNR02423,13/07/2022,17.14,CAMP005
DNT004431,DNR00507,27/04/2015,49.72,CAMP001
DNT004432,DNR01463,29/03/2024,69.21,CAMP007
DNT004433,DNR01735,13/03/2021,57.75,CAMP003
DNT004434,DNR00427,4/03/2018,431.24,CAMP006
DNT004435,DNR00230,3/04/2020,96.64,CAMP004
DNT004436,DNR02519,15/01/2024,99.28,CAMP003
DNT004437,DNR01042,13/10/2017,170.95,CAMP006
DNT004438,DNR01892,26/07/2018,95.74,CAMP008
DNT004439,DNR02565,5/02/2024,223.05,CAMP006
DNT004440,DNR02354,24/12/2015,61.96,CAMP006
DNT004441,DNR00419,31/01/2019,202.02,CAMP005
DNT004442,DNR04603,9/08/2019,151.88,CAMP005
DNT004443,DNR02752,2/09/2015,94.95,CAMP001
DNT004444,DNR00250,21/06/2023,112.08,CAMP004
DNT004445,DNR00511,30/04/2024,364.56,CAMP008
DNT004446,DNR01366,2/05/2024,132.83,CAMP006
DNT004447,DNR00074,19/03/2017,83.54,CAMP007
DNT004448,DNR03680,3/10/2016,179.97,CAMP009
DNT004449,DNR01299,14/06/2024,33.55,CAMP008
DNT004450,DNR03956,7/04/2022,267.97,CAMP004
DNT004451,DNR02963,25/01/2023,120.62,CAMP007
DNT004452,DNR02728,12/01/2016,14.07,CAMP003
DNT004453,DNR04691,26/08/2022,106.97,CAMP005
DNT004454,DNR02008,10/11/2021,12.67,CAMP003
DNT004455,DNR00629,1/07/2021,42.8,CAMP007
DNT004456,DNR03975,29/03/2018,236.82,CAMP003
DNT004457,DNR01278,5/05/2020,51.08,CAMP008
DNT004458,DNR01326,17/03/2018,36.53,CAMP010
DNT004459,DNR01872,10/12/2024,93.49,CAMP008
DNT004460,DNR00684,25/05/2017,124.71,CAMP006
DNT004461,DNR00349,7/08/2015,12.06,CAMP009
DNT004462,DNR00504,27/03/2015,27.73,CAMP002
DNT004463,DNR00630,18/04/2021,76.66,CAMP006
DNT004464,DNR01177,21/06/2019,191.81,CAMP004
DNT004465,DNR03614,25/04/2015,112.93,CAMP007
DNT004466,DNR01871,1/02/2022,84.55,CAMP001
DNT004467,DNR04322,27/12/2015,65.36,CAMP004
DNT004468,DNR01257,5/08/2017,206.25,CAMP010
DNT004469,DNR01348,31/08/2023,32.03,CAMP004
DNT004470,DNR03804,8/02/2016,34.08,CAMP006
DNT004471,DNR01257,12/07/2015,66.97,CAMP010
DNT004472,DNR01643,16/11/2024,68.86,CAMP006
DNT004473,DNR00523,16/12/2015,64.23,CAMP006
DNT004474,DNR03572,10/04/2019,94.36,CAMP004
DNT004475,DNR03595,7/12/2019,115.08,CAMP005
DNT004476,DNR02669,16/05/2018,43.39,CAMP008
DNT004477,DNR00497,11/02/2017,46.97,CAMP003
DNT004478,DNR04128,10/10/2015,14.7,CAMP006
DNT004479,DNR04782,6/04/2016,51.73,CAMP001
DNT004480,DNR03324,15/06/2015,32.46,CAMP010
DNT004481,DNR01729,9/11/2024,69.03,CAMP006
DNT004482,DNR03175,26/03/2022,171.67,CAMP009
DNT004483,DNR02022,16/08/2022,12.08,CAMP008
DNT004484,DNR00648,22/05/2021,16.34,CAMP005
DNT004485,DNR02554,14/09/2023,109.32,CAMP007
DNT004486,DNR02516,20/03/2019,30.3,CAMP005
DNT004487,DNR00653,27/01/2023,79.36,CAMP003
DNT004488,DNR04577,30/05/2016,127.2,CAMP009
DNT004489,DNR04248,18/10/2018,26.94,CAMP007
DNT004490,DNR02588,20/05/2022,217.46,CAMP008
DNT004491,DNR03330,29/10/2024,61.89,CAMP007
DNT004492,DNR04642,3/01/2019,50.06,CAMP007
DNT004493,DNR02024,16/12/2017,114.19,CAMP008
DNT004494,DNR04243,17/05/2017,38.03,CAMP008
DNT004495,DNR03261,14/11/2022,460.81,CAMP006
DNT004496,DNR04806,24/01/2024,79.81,CAMP004
DNT004497,DNR03777,24/06/2023,325.26,CAMP005
DNT004498,DNR01855,16/03/2021,116.02,CAMP006
DNT004499,DNR04693,18/07/2021,44.33,CAMP009
DNT004500,DNR01826,7/09/2022,290.65,CAMP005
DNT004501,DNR01684,20/11/2020,182.17,CAMP009
DNT004502,DNR01708,9/01/2022,35.94,CAMP009
DNT004503,DNR02613,11/02/2024,47.9,CAMP008
DNT004504,DNR01543,22/05/2018,252.58,CAMP010
DNT004505,DNR02264,6/07/2024,119.12,CAMP006
DNT004506,DNR00172,29/05/2018,15.51,CAMP001
DNT004507,DNR02622,22/06/2021,247.81,CAMP005
DNT004508,DNR03791,16/07/2020,304.3,CAMP003
DNT004509,DNR04393,5/02/2022,18.99,CAMP009
DNT004510,DNR01548,1/06/2023,47.14,CAMP004
DNT004511,DNR04437,4/12/2016,65.42,CAMP007
DNT004512,DNR03579,17/04/2020,23.5,CAMP006
DNT004513,DNR01582,9/05/2016,36.21,CAMP006
DNT004514,DNR01606,28/05/2024,58.5,CAMP005
DNT004515,DNR00896,7/11/2021,90.59,CAMP001
DNT004516,DNR03425,4/06/2021,61.4,CAMP003
DNT004517,DNR02764,26/01/2017,49.98,CAMP005
DNT004518,DNR04008,14/07/2024,412.19,CAMP002
DNT004519,DNR04782,24/06/2019,13.01,CAMP002
DNT004520,DNR04669,14/06/2020,40.55,CAMP004
DNT004521,DNR03423,19/05/2021,291.1,CAMP007
DNT004522,DNR02196,11/03/2015,51.52,CAMP001
DNT004523,DNR02282,19/06/2022,19.78,CAMP009
DNT004524,DNR04653,12/06/2017,38.21,CAMP001
DNT004525,DNR04230,8/01/2015,19.79,CAMP008
DNT004526,DNR01334,6/03/2024,20.93,CAMP006
DNT004527,DNR02055,18/09/2020,382.5,CAMP001
DNT004528,DNR03797,23/09/2023,74.63,CAMP007
DNT004529,DNR04418,16/02/2024,189.19,CAMP002
DNT004530,DNR03634,26/11/2022,76.79,CAMP001
DNT004531,DNR04645,6/07/2018,131.48,CAMP008
DNT004532,DNR03483,13/03/2024,40.06,CAMP002
DNT004533,DNR02279,2/09/2023,49.74,CAMP009
DNT004534,DNR00715,16/02/2024,41.91,CAMP006
DNT004535,DNR04530,13/01/2022,203.54,CAMP001
DNT004536,DNR04579,2/01/2016,382.52,CAMP008
DNT004537,DNR03590,16/09/2018,31.48,CAMP007
DNT004538,DNR00411,8/02/2021,83.14,CAMP001
DNT004539,DNR02061,26/02/2022,14.43,CAMP008
DNT004540,DNR00678,20/12/2022,87.12,CAMP002
DNT004541,DNR02252,24/03/2023,36.52,CAMP008
DNT004542,DNR00729,21/08/2019,68.76,CAMP009
DNT004543,DNR01997,8/10/2020,17.11,CAMP005
DNT004544,DNR00638,25/09/2017,42.26,CAMP005
DNT004545,DNR04112,1/07/2022,37.09,CAMP007
DNT004546,DNR04059,22/11/2023,24.96,CAMP001
DNT004547,DNR02223,11/06/2018,73.27,CAMP005
DNT004548,DNR04547,23/11/2022,52.85,CAMP001
DNT004549,DNR04340,5/11/2016,26.29,CAMP008
DNT004550,DNR02358,25/02/2024,179.51,CAMP008
DNT004551,DNR03507,3/06/2024,137.39,CAMP001
DNT004552,DNR03733,7/12/2016,38.7,CAMP002
DNT004553,DNR03526,18/08/2024,13.16,CAMP007
DNT004554,DNR02530,28/11/2020,36.47,CAMP007
DNT004555,DNR01151,6/07/2020,31.13,CAMP009
DNT004556,DNR01511,22/08/2019,259.94,CAMP003
DNT004557,DNR03253,7/04/2024,199.56,CAMP002
DNT004558,DNR02512,9/12/2017,59,CAMP010
DNT004559,DNR04394,1/01/2021,69.71,CAMP008
DNT004560,DNR03554,11/12/2017,111.25,CAMP007
DNT004561,DNR02969,6/01/2016,121.06,CAMP003
DNT004562,DNR02009,19/09/2019,128.91,CAMP003
DNT004563,DNR03637,3/07/2024,20.75,CAMP007
DNT004564,DNR02922,15/08/2023,17.47,CAMP005
DNT004565,DNR00879,17/11/2021,78.87,CAMP009
DNT004566,DNR01322,19/04/2024,51.76,CAMP010
DNT004567,DNR03190,25/11/2016,106.7,CAMP007
DNT004568,DNR01412,2/08/2018,173.67,CAMP001
DNT004569,DNR01822,30/09/2017,35.42,CAMP001
DNT004570,DNR00361,28/05/2024,537.74,CAMP006
DNT004571,DNR04085,23/11/2022,123.66,CAMP005
DNT004572,DNR04193,23/11/2015,51,CAMP005
DNT004573,DNR04429,26/03/2018,133.68,CAMP008
DNT004574,DNR02782,2/01/2023,267.49,CAMP008
DNT004575,DNR04038,9/02/2019,10.43,CAMP009
DNT004576,DNR02710,12/05/2023,88,CAMP004
DNT004577,DNR01048,10/10/2015,122.75,CAMP005
DNT004578,DNR03921,8/02/2024,16.93,CAMP007
DNT004579,DNR03802,20/06/2018,48.89,CAMP003
DNT004580,DNR04571,23/12/2024,85.93,CAMP006
DNT004581,DNR04654,26/01/2024,82.21,CAMP003
DNT004582,DNR03341,16/01/2022,368.77,CAMP004
DNT004583,DNR03229,2/01/2023,76.49,CAMP010
DNT004584,DNR00186,28/07/2018,177.79,CAMP008
DNT004585,DNR00528,4/12/2023,60.15,CAMP010
DNT004586,DNR01568,28/07/2016,70.69,CAMP004
DNT004587,DNR01213,16/01/2020,23.28,CAMP004
DNT004588,DNR01575,12/07/2015,29.82,CAMP007
DNT004589,DNR01814,30/11/2016,36.33,CAMP003
DNT004590,DNR01355,27/02/2019,185.13,CAMP003
DNT004591,DNR03530,1/10/2021,156.71,CAMP001
DNT004592,DNR01026,5/03/2024,103.95,CAMP007
DNT004593,DNR00678,11/11/2015,144.29,CAMP004
DNT004594,DNR00276,26/07/2022,71.13,CAMP007
DNT004595,DNR04663,3/09/2015,47.55,CAMP002
DNT004596,DNR04026,18/01/2022,49.2,CAMP005
DNT004597,DNR04247,26/11/2023,85.81,CAMP007
